dataset,confounder,arm,item,eta2_null
depmap,OncotreeLineage,expression,UBE2J1,0.020853888397815913
depmap,OncotreeLineage,expression,UBE2L6,0.02079925919409357
depmap,OncotreeLineage,expression,UBE2M,0.020542031009525303
depmap,OncotreeLineage,expression,UBE2N,0.02392283606763481
depmap,OncotreeLineage,expression,UBE2T,0.02552104749169476
depmap,OncotreeLineage,expression,UBE3B,0.021855506392636285
depmap,OncotreeLineage,expression,UBE3C,0.01994782979084357
depmap,OncotreeLineage,expression,UBR4,0.021873790317579946
depmap,OncotreeLineage,expression,UBR7,0.0235047520920869
depmap,OncotreeLineage,expression,UFM1,0.021432923276250026
depmap,OncotreeLineage,expression,UGDH,0.022186665921029494
depmap,OncotreeLineage,expression,UMPS,0.022590873260197708
depmap,OncotreeLineage,expression,UROD,0.021669932881652712
depmap,OncotreeLineage,expression,USP1,0.02214086823043101
depmap,OncotreeLineage,expression,USP14,0.02176635604804713
depmap,OncotreeLineage,expression,USP22,0.02093482771638975
depmap,OncotreeLineage,expression,USP6NL,0.022799634827827785
depmap,OncotreeLineage,expression,USP7,0.0241439583414748
depmap,OncotreeLineage,expression,UTP4,0.021212305501334565
depmap,OncotreeLineage,expression,VAPB,0.02043844989995987
depmap,OncotreeLineage,expression,VAT1,0.019272240202029896
depmap,OncotreeLineage,expression,VAV3,0.021886485808479676
depmap,OncotreeLineage,expression,VGLL4,0.021947023104985135
depmap,OncotreeLineage,expression,VPS25,0.022655014399029977
depmap,OncotreeLineage,expression,VPS28,0.02469675621581639
depmap,OncotreeLineage,expression,VPS72,0.02317251146785044
depmap,OncotreeLineage,expression,WASF3,0.02044260918299944
depmap,OncotreeLineage,expression,WDR1,0.019517857658120218
depmap,OncotreeLineage,expression,WDR7,0.023328632984855702
depmap,OncotreeLineage,expression,WDR73,0.01955440847008106
depmap,OncotreeLineage,expression,WDR77,0.01977692886796658
depmap,OncotreeLineage,expression,WDR82,0.02092663287760595
depmap,OncotreeLineage,expression,WDTC1,0.022489745881728463
depmap,OncotreeLineage,expression,WEE1,0.02172231171978078
depmap,OncotreeLineage,expression,WFS1,0.020846401059868822
depmap,OncotreeLineage,expression,WIPF2,0.022620118899228936
depmap,OncotreeLineage,expression,WNK1,0.02166634596112764
depmap,OncotreeLineage,expression,XBP1,0.019695975406894335
depmap,OncotreeLineage,expression,XPNPEP1,0.020367112097282578
depmap,OncotreeLineage,expression,XPO7,0.024344485570761437
depmap,OncotreeLineage,expression,YARS2,0.02058317411342934
depmap,OncotreeLineage,expression,YKT6,0.021819228190481876
depmap,OncotreeLineage,expression,YME1L1,0.022630100916905798
depmap,OncotreeLineage,expression,YPEL5,0.02186151499426058
depmap,OncotreeLineage,expression,YRDC,0.022020452165233233
depmap,OncotreeLineage,expression,YTHDF1,0.023815852003636617
depmap,OncotreeLineage,expression,ZDHHC6,0.022744558509150265
depmap,OncotreeLineage,expression,ZFP36,0.01965250038404587
depmap,OncotreeLineage,expression,ZMIZ1,0.02281062820887006
depmap,OncotreeLineage,expression,ZMYM2,0.02496101727211611
depmap,OncotreeLineage,expression,ZNF131,0.020629102156310964
depmap,OncotreeLineage,expression,ZNF274,0.020561336616270798
depmap,OncotreeLineage,expression,ZNF318,0.021515562594535825
depmap,OncotreeLineage,expression,ZNF395,0.022434765808479824
depmap,OncotreeLineage,expression,ZNF451,0.023784492511590642
depmap,OncotreeLineage,expression,ZNF586,0.020545348160961978
depmap,OncotreeLineage,expression,ZNF589,0.023400146697435707
depmap,OncotreeLineage,outcome,YRDC,0.020441401183643425
depmap,OncotreeLineage,outcome,CCND1,0.021755191345841356
depmap,OncotreeLineage,outcome,EIF1AX,0.024393689682632617
depmap,OncotreeLineage,outcome,INTS6,0.020890947521669707
depmap,OncotreeLineage,outcome,DNAJC9,0.021694312820682963
depmap,OncotreeLineage,outcome,SCAP,0.020474675559329837
depmap,OncotreeLineage,outcome,KIF18A,0.02694437860256526
depmap,OncotreeLineage,outcome,MYC,0.020330238117645
depmap,OncotreeLineage,outcome,TYMS,0.02241207068955966
depmap,OncotreeLineage,outcome,TUBB,0.018075782308613876
depmap,OncotreeLineage,outcome,SNRPD3,0.04941654878053949
depmap,OncotreeLineage,outcome,PSMB5,0.020471082861958725
depmap,OncotreeLineage,outcome,EEF1A1,0.059911197349973536
depmap,OncotreeLineage,outcome,BCL2L1,0.021977106905880207
depmap,OncotreeLineage,outcome,GRB2,0.02204992422175986
depmap,OncotreeLineage,outcome,PSMB6,0.026097740249967888
depmap,OncotreeLineage,outcome,RPL36A,0.04467382561718522
depmap,OncotreeLineage,outcome,CHMP4B,0.022363281617716023
depmap,OncotreeLineage,outcome,KRAS,0.020425950596131497
depmap,OncotreeLineage,outcome,SNAP23,0.019607061202266404
depmap,OncotreeLineage,outcome,CRKL,0.022481727633235034
depmap,OncotreeLineage,outcome,THAP1,0.02214802091278915
depmap,OncotreeLineage,outcome,SOD2,0.019554393156533813
depmap,OncotreeLineage,outcome,ADSL,0.023308021227989632
depmap,OncotreeLineage,outcome,ATP6V1B2,0.02076088590404079
depmap,OncotreeLineage,outcome,CFLAR,0.021175806769697585
depmap,OncotreeLineage,outcome,COPG1,0.020409628144142912
depmap,OncotreeLineage,outcome,DTYMK,0.02130509122981549
depmap,OncotreeLineage,outcome,SEPHS2,0.02266685041531962
depmap,OncotreeLineage,outcome,ATP1A1,0.020992973496353533
depmap,OncotreeLineage,outcome,RPS4X,0.02174814909267924
depmap,OncotreeLineage,outcome,BUB3,0.020914468532947775
depmap,OncotreeLineage,outcome,CDAN1,0.020574650392569928
depmap,OncotreeLineage,outcome,SS18L2,0.023490215430907683
depmap,OncotreeLineage,outcome,YARS2,0.021520729423849284
depmap,OncotreeLineage,outcome,SBDS,0.020677322386575773
depmap,OncotreeLineage,outcome,LONP1,0.020409784596826
depmap,OncotreeLineage,outcome,RAD9A,0.019328611128781696
depmap,OncotreeLineage,outcome,FERMT2,0.02295944669701295
depmap,OncotreeLineage,outcome,KIF11,0.025536546423975504
depmap,OncotreeLineage,outcome,ATP6V0C,0.02432188270015785
depmap,OncotreeLineage,outcome,PDCD2,0.022333655412587788
depmap,OncotreeLineage,outcome,FAM50A,0.024208099958425818
depmap,OncotreeLineage,outcome,DYNLRB1,0.02168315486807262
depmap,OncotreeLineage,outcome,PPP2CA,0.020089105446399042
depmap,OncotreeLineage,outcome,EEF2,0.024180241301868195
depmap,OncotreeLineage,outcome,TP53,0.02061806238666427
depmap,OncotreeLineage,outcome,CDK4,0.02264542476363838
depmap,OncotreeLineage,outcome,PPP1R12A,0.02181750947920635
depmap,OncotreeLineage,outcome,TFRC,0.02278633561678129
depmap,OncotreeLineage,outcome,PRKRA,0.02137556385116151
depmap,OncotreeLineage,outcome,NAA10,0.022418424673881172
depmap,OncotreeLineage,outcome,MDM2,0.02035907065560158
depmap,OncotreeLineage,outcome,WDR1,0.01990692516304693
depmap,OncotreeLineage,outcome,PGD,0.022302560631585137
depmap,OncotreeLineage,outcome,DPAGT1,0.02030984392735364
depmap,OncotreeLineage,outcome,RPP21,0.02333649483087777
depmap,OncotreeLineage,outcome,WDR82,0.02311279533719639
depmap,OncotreeLineage,outcome,SYS1,0.020192728678808232
depmap,OncotreeLineage,outcome,MED1,0.02125110302439883
depmap,OncotreeLineage,outcome,GMPS,0.021801827153906127
depmap,OncotreeLineage,outcome,RPL21,0.036119653893787226
depmap,OncotreeLineage,outcome,NXT1,0.021762694561351496
depmap,OncotreeLineage,outcome,HNRNPH1,0.020045714011547897
depmap,OncotreeLineage,outcome,PPP2R1A,0.019812573274501567
depmap,OncotreeLineage,outcome,DNM2,0.022744068505372233
depmap,OncotreeLineage,outcome,RRM1,0.020901840651826306
depmap,OncotreeLineage,outcome,RPL6,0.04864020939822849
depmap,OncotreeLineage,outcome,SMG1,0.050554898602207944
depmap,OncotreeLineage,outcome,RRM2,0.020697659341083346
depmap,OncotreeLineage,outcome,CDK6,0.02107537733466555
depmap,OncotreeLineage,outcome,VPS25,0.021422483699123564
depmap,OncotreeLineage,outcome,SPC24,0.02216409675580058
depmap,OncotreeLineage,outcome,UMPS,0.022201815497186722
depmap,OncotreeLineage,outcome,TOP2A,0.02129760243086081
depmap,OncotreeLineage,outcome,NHLRC2,0.02285946635739787
depmap,OncotreeLineage,outcome,SOD1,0.023756840646506582
depmap,OncotreeLineage,outcome,AK6,0.02166215306921108
depmap,OncotreeLineage,outcome,H2BC15,0.02201962240621862
depmap,OncotreeLineage,outcome,MARS2,0.021956607509716362
depmap,OncotreeLineage,outcome,RPL13A,0.04405984207255103
depmap,OncotreeLineage,outcome,DUT,0.02152740600001988
depmap,OncotreeLineage,outcome,GPX4,0.021689661937567124
depmap,OncotreeLineage,outcome,HMGCS1,0.020445153522744758
depmap,OncotreeLineage,outcome,UBE2M,0.019145489021085753
depmap,OncotreeLineage,outcome,UROD,0.020824805804071027
depmap,OncotreeLineage,outcome,RAN,0.02132811008371708
depmap,OncotreeLineage,outcome,RIC1,0.0203676894333624
depmap,OncotreeLineage,outcome,ACTR1A,0.023302747928528128
depmap,OncotreeLineage,outcome,SARS1,0.02180146340920913
depmap,OncotreeLineage,outcome,MCL1,0.02116204307139181
depmap,OncotreeLineage,outcome,ELL,0.024147807956187147
depmap,OncotreeLineage,outcome,PSMG4,0.019712544697448736
depmap,OncotreeLineage,outcome,YPEL5,0.021138906334288395
depmap,OncotreeLineage,outcome,EIF4A1,0.022749747699649873
depmap,OncotreeLineage,outcome,RPL12,0.02503049505190074
depmap,OncotreeLineage,outcome,PLK1,0.022399042826935105
depmap,OncotreeLineage,outcome,POLR2L,0.021795334071285838
depmap,OncotreeLineage,outcome,GSPT1,0.022705786340814403
depmap,OncotreeLineage,outcome,DONSON,0.02250082202040899
depmap,OncotreeLineage,outcome,ITGAV,0.024338732152289565
depmap,OncotreeLineage,outcome,TXNL4A,0.019147893439779053
depmap,OncotreeLineage,outcome,MSTO1,0.022279280210416356
depmap,OncotreeLineage,outcome,SNRPB2,0.020673043067350724
depmap,OncotreeLineage,outcome,PCNA,0.02195930379027018
depmap,OncotreeLineage,outcome,PELO,0.02094139585445108
depmap,OncotreeLineage,outcome,ESPL1,0.025183617359927014
depmap,OncotreeLineage,outcome,ACO2,0.022808404962798918
depmap,OncotreeLineage,outcome,GUK1,0.01879237078564614
depmap,OncotreeLineage,outcome,RPL23A,0.05244303812947311
depmap,OncotreeLineage,outcome,DHFR,0.022637507643893665
depmap,OncotreeLineage,outcome,EP300,0.01984139578139951
depmap,OncotreeLineage,outcome,CDK1,0.02471200140830821
depmap,OncotreeLineage,outcome,SRSF3,0.018911280528905835
depmap,OncotreeLineage,outcome,TIMM10,0.02308501697974704
depmap,OncotreeLineage,outcome,PGK1,0.02062471079422867
depmap,OncotreeLineage,outcome,PKMYT1,0.022524027421120252
depmap,OncotreeLineage,outcome,UBE2N,0.023765653989150978
depmap,OncotreeLineage,outcome,TSC2,0.020438266467273664
depmap,OncotreeLineage,outcome,PPP1R15B,0.022272645952816483
depmap,OncotreeLineage,outcome,KEAP1,0.02021722681283843
depmap,OncotreeLineage,outcome,CENPW,0.020884987500130854
depmap,OncotreeLineage,outcome,NAPG,0.02142399419468034
depmap,OncotreeLineage,outcome,PSMA3,0.019377576409752347
depmap,OncotreeLineage,outcome,WDR73,0.021475623634742792
depmap,OncotreeLineage,outcome,RRN3,0.04238817179286367
depmap,OncotreeLineage,outcome,MRPL57,0.0205846533249033
depmap,OncotreeLineage,outcome,MMS22L,0.024151483350619195
depmap,OncotreeLineage,outcome,DBR1,0.021687465034274583
depmap,OncotreeLineage,outcome,SNRPF,0.020206187736213105
depmap,OncotreeLineage,outcome,MAGOH,0.022463752988696475
depmap,OncotreeLineage,outcome,SEPSECS,0.021454740804224038
depmap,OncotreeLineage,outcome,ANKLE2,0.022301952667949616
depmap,OncotreeLineage,outcome,GPN2,0.02077788789367692
depmap,OncotreeLineage,outcome,WEE1,0.02265811192950253
depmap,OncotreeLineage,outcome,UBE2D3,0.02200243538378203
depmap,OncotreeLineage,outcome,CBFB,0.021077639812135368
depmap,OncotreeLineage,outcome,TINF2,0.02166272965602937
depmap,OncotreeLineage,outcome,TRPM7,0.02142671670113337
depmap,OncotreeLineage,outcome,MAT2A,0.020547725926479448
depmap,OncotreeLineage,outcome,TAMM41,0.023093774390961636
depmap,OncotreeLineage,outcome,DDX3X,0.020272422342958393
depmap,OncotreeLineage,outcome,NPM1,0.05588669070339495
depmap,OncotreeLineage,outcome,WNK1,0.02160465070798124
depmap,OncotreeLineage,outcome,SCD,0.022986315846534506
depmap,OncotreeLineage,outcome,CDC45,0.019038542082022908
depmap,OncotreeLineage,outcome,ACTB,0.022298983911826525
depmap,OncotreeLineage,outcome,USP7,0.020659679522738988
depmap,OncotreeLineage,outcome,TXNRD1,0.022264406501399353
depmap,OncotreeLineage,outcome,ORC6,0.020931897344997636
depmap,OncotreeLineage,outcome,MRPL33,0.020300847266949244
depmap,OncotreeLineage,outcome,SDHB,0.0214082662733189
depmap,OncotreeLineage,outcome,POP5,0.02471848195662084
depmap,OncotreeLineage,outcome,CDC42,0.019663984015423252
depmap,OncotreeLineage,outcome,GINS2,0.021042086196563968
depmap,OncotreeLineage,outcome,CTPS1,0.021524409227552024
depmap,OncotreeLineage,outcome,ATP6AP1,0.021961129293421852
depmap,OncotreeLineage,outcome,ALDOA,0.0211075623247728
depmap,OncotreeLineage,outcome,SNRPD1,0.020176422021187707
depmap,OncotreeLineage,outcome,STX4,0.020400479064242964
depmap,OncotreeLineage,outcome,RPS2,0.05275915665216391
depmap,OncotreeLineage,outcome,EMC3,0.021922308867614645
depmap,OncotreeLineage,outcome,MAD2L2,0.020956791517739083
depmap,OncotreeLineage,outcome,NCAPD3,0.021395450878124243
depmap,OncotreeLineage,outcome,NSF,0.019546493456661852
depmap,OncotreeLineage,outcome,CFL1,0.023931824431030434
depmap,OncotreeLineage,outcome,PPWD1,0.020743750036435755
depmap,OncotreeLineage,outcome,GGPS1,0.020570125245800232
depmap,OncotreeLineage,outcome,MED12,0.023218897010684893
depmap,OncotreeLineage,outcome,NMNAT1,0.02093773828905037
depmap,OncotreeLineage,outcome,HNF1B,0.022672227986249727
depmap,OncotreeLineage,outcome,ATP6V1F,0.021657265695866987
depmap,OncotreeLineage,outcome,GTPBP4,0.022330445360207587
depmap,OncotreeLineage,outcome,NUP43,0.02149963931244391
depmap,OncotreeLineage,outcome,PSMD7,0.02040898845901406
depmap,OncotreeLineage,outcome,RPS15A,0.01985713324149199
depmap,OncotreeLineage,outcome,RPL7A,0.019419772187560722
depmap,OncotreeLineage,outcome,ATP6V1A,0.021409829281948088
depmap,OncotreeLineage,outcome,LSM8,0.02135329433412254
depmap,OncotreeLineage,outcome,TADA1,0.02190480706461739
depmap,OncotreeLineage,outcome,FARSB,0.02101676695343849
depmap,OncotreeLineage,outcome,RACK1,0.020803347936138725
depmap,OncotreeLineage,outcome,PFN1,0.021119992198799543
depmap,OncotreeLineage,outcome,CHAF1B,0.02079368766217541
depmap,OncotreeLineage,outcome,RPL9,0.025981740268291382
depmap,OncotreeLineage,outcome,MYH9,0.0236354799968482
depmap,OncotreeLineage,outcome,RPL4,0.02039009797566688
depmap,OncotreeLineage,outcome,UBR4,0.0204447493015708
depmap,OncotreeLineage,outcome,SKP2,0.024607742330088812
depmap,OncotreeLineage,outcome,WDR77,0.020855370580240135
depmap,OncotreeLineage,outcome,PSMD14,0.022864605399159472
depmap,OncotreeLineage,outcome,UTP4,0.021873625695859246
depmap,OncotreeLineage,outcome,RPP25L,0.01902231016235191
depmap,OncotreeLineage,outcome,SNRPA1,0.020822332233926502
depmap,OncotreeLineage,outcome,KLF5,0.0207371834946175
depmap,OncotreeLineage,outcome,ALG13,0.023459100328359732
depmap,OncotreeLineage,outcome,NF2,0.020932366208824316
depmap,OncotreeLineage,outcome,NELFB,0.02111674873743216
depmap,OncotreeLineage,outcome,EFR3A,0.021204205764006116
depmap,OncotreeLineage,outcome,FAU,0.021717192911079524
depmap,OncotreePrimaryDisease,expression,AARS1,0.03784534518414245
depmap,OncotreePrimaryDisease,expression,ABCC5,0.03527853805443516
depmap,OncotreePrimaryDisease,expression,ABCF1,0.037638353776023974
depmap,OncotreePrimaryDisease,expression,ABHD4,0.03607981445123461
depmap,OncotreePrimaryDisease,expression,ABHD6,0.04333372680068788
depmap,OncotreePrimaryDisease,expression,ABL1,0.03622960644491016
depmap,OncotreePrimaryDisease,expression,ACAA1,0.037459912874448095
depmap,OncotreePrimaryDisease,expression,ACAT2,0.04077700940436444
depmap,OncotreePrimaryDisease,expression,ACBD3,0.03698315279334723
depmap,OncotreePrimaryDisease,expression,ACD,0.03735640730235751
depmap,OncotreePrimaryDisease,expression,ACLY,0.040279368316781375
depmap,OncotreePrimaryDisease,expression,ACO2,0.03819329329056151
depmap,OncotreePrimaryDisease,expression,ACTB,0.03594661278476734
depmap,OncotreePrimaryDisease,expression,ACTR1A,0.03737052955421876
depmap,OncotreePrimaryDisease,expression,ACTR3B,0.039090460113544126
depmap,OncotreePrimaryDisease,expression,ADAM10,0.03877328356242138
depmap,OncotreePrimaryDisease,expression,ADAT1,0.03745398677208247
depmap,OncotreePrimaryDisease,expression,ADH5,0.039100118819151805
depmap,OncotreePrimaryDisease,expression,ADI1,0.03645615932429661
depmap,OncotreePrimaryDisease,expression,ADO,0.039211348268298016
depmap,OncotreePrimaryDisease,expression,ADRB2,0.03856265424201392
depmap,OncotreePrimaryDisease,expression,ADSL,0.04398015459639974
depmap,OncotreePrimaryDisease,expression,AGL,0.03530488654942677
depmap,OncotreePrimaryDisease,expression,AK6,0.04184714268922793
depmap,OncotreePrimaryDisease,expression,AKAP8,0.038747243940274664
depmap,OncotreePrimaryDisease,expression,AKAP8L,0.03730742081487082
depmap,OncotreePrimaryDisease,expression,AKR7A2,0.03956052700294037
depmap,OncotreePrimaryDisease,expression,AKT1,0.03854434801205639
depmap,OncotreePrimaryDisease,expression,ALAS1,0.03564621694787022
depmap,OncotreePrimaryDisease,expression,ALDH7A1,0.03762555048804489
depmap,OncotreePrimaryDisease,expression,ALDOA,0.03497720956066054
depmap,OncotreePrimaryDisease,expression,ALG13,0.03828621068701071
depmap,OncotreePrimaryDisease,expression,AMDHD2,0.037487039144032806
depmap,OncotreePrimaryDisease,expression,ANKLE2,0.03925529514410212
depmap,OncotreePrimaryDisease,expression,ANKRD10,0.039408107919861525
depmap,OncotreePrimaryDisease,expression,ANLN,0.037581937986332865
depmap,OncotreePrimaryDisease,expression,ANO10,0.03985177325801056
depmap,OncotreePrimaryDisease,expression,ANXA7,0.04316102697713747
depmap,OncotreePrimaryDisease,expression,APBB2,0.03580287376500596
depmap,OncotreePrimaryDisease,expression,APOE,0.0383185513521778
depmap,OncotreePrimaryDisease,expression,APP,0.037465141157117084
depmap,OncotreePrimaryDisease,expression,APPBP2,0.035792009765594913
depmap,OncotreePrimaryDisease,expression,ARFIP2,0.038524408896586246
depmap,OncotreePrimaryDisease,expression,ARHGAP1,0.04064907966395889
depmap,OncotreePrimaryDisease,expression,ARHGEF12,0.03573339763136695
depmap,OncotreePrimaryDisease,expression,ARHGEF2,0.038392535081491
depmap,OncotreePrimaryDisease,expression,ARID4B,0.03814313027532272
depmap,OncotreePrimaryDisease,expression,ARID5B,0.04038284264036478
depmap,OncotreePrimaryDisease,expression,ARL4C,0.040188186793726724
depmap,OncotreePrimaryDisease,expression,ARNT2,0.0398426495235585
depmap,OncotreePrimaryDisease,expression,ARPP19,0.03673670596178784
depmap,OncotreePrimaryDisease,expression,ASAH1,0.04007235775945482
depmap,OncotreePrimaryDisease,expression,ASCC3,0.04450263708354417
depmap,OncotreePrimaryDisease,expression,ATF1,0.03705142000032626
depmap,OncotreePrimaryDisease,expression,ATF5,0.03741638120839626
depmap,OncotreePrimaryDisease,expression,ATF6,0.03933031923094937
depmap,OncotreePrimaryDisease,expression,ATG3,0.040467660012899795
depmap,OncotreePrimaryDisease,expression,ATMIN,0.038788420642094854
depmap,OncotreePrimaryDisease,expression,ATP11B,0.03978319437134567
depmap,OncotreePrimaryDisease,expression,ATP1A1,0.04054308550116698
depmap,OncotreePrimaryDisease,expression,ATP1B1,0.03742349547001998
depmap,OncotreePrimaryDisease,expression,ATP2C1,0.04114698393248317
depmap,OncotreePrimaryDisease,expression,ATP6AP1,0.035886459382841615
depmap,OncotreePrimaryDisease,expression,ATP6V0B,0.03806582834870167
depmap,OncotreePrimaryDisease,expression,ATP6V0C,0.038242133729334896
depmap,OncotreePrimaryDisease,expression,ATP6V1A,0.03619595382701698
depmap,OncotreePrimaryDisease,expression,ATP6V1B2,0.04207037338922167
depmap,OncotreePrimaryDisease,expression,ATP6V1D,0.03759168778470435
depmap,OncotreePrimaryDisease,expression,ATP6V1F,0.03877325366055574
depmap,OncotreePrimaryDisease,expression,AURKA,0.037192915989874356
depmap,OncotreePrimaryDisease,expression,AURKB,0.0381157453017933
depmap,OncotreePrimaryDisease,expression,AXIN1,0.03753700310881984
depmap,OncotreePrimaryDisease,expression,BACE2,0.04013484337880123
depmap,OncotreePrimaryDisease,expression,BAD,0.03976202816546514
depmap,OncotreePrimaryDisease,expression,BAG1,0.03685562242021656
depmap,OncotreePrimaryDisease,expression,BAG3,0.037240380224257845
depmap,OncotreePrimaryDisease,expression,BAMBI,0.036865292603769556
depmap,OncotreePrimaryDisease,expression,BAX,0.039029151117877955
depmap,OncotreePrimaryDisease,expression,BCL2,0.03914356649568702
depmap,OncotreePrimaryDisease,expression,BCL2L1,0.03699142542255376
depmap,OncotreePrimaryDisease,expression,BCL7B,0.03750111125144764
depmap,OncotreePrimaryDisease,expression,BDH1,0.034659773155126784
depmap,OncotreePrimaryDisease,expression,BECN1,0.041671418882215996
depmap,OncotreePrimaryDisease,expression,BHLHE40,0.038425366519200484
depmap,OncotreePrimaryDisease,expression,BID,0.03766680656126621
depmap,OncotreePrimaryDisease,expression,BIRC2,0.03709628731358934
depmap,OncotreePrimaryDisease,expression,BIRC5,0.03835205484583355
depmap,OncotreePrimaryDisease,expression,BLCAP,0.03890242692116368
depmap,OncotreePrimaryDisease,expression,BLMH,0.041170591991004556
depmap,OncotreePrimaryDisease,expression,BLVRA,0.035931432322620006
depmap,OncotreePrimaryDisease,expression,BMP4,0.03838999461575793
depmap,OncotreePrimaryDisease,expression,BNIP3,0.03630494964331395
depmap,OncotreePrimaryDisease,expression,BNIP3L,0.033187283859006746
depmap,OncotreePrimaryDisease,expression,BPHL,0.03777988868267347
depmap,OncotreePrimaryDisease,expression,BRCA1,0.04070922012551985
depmap,OncotreePrimaryDisease,expression,BUB3,0.03633472040426532
depmap,OncotreePrimaryDisease,expression,BZW2,0.03521182425117302
depmap,OncotreePrimaryDisease,expression,C2CD2,0.038254533821782864
depmap,OncotreePrimaryDisease,expression,C2CD2L,0.03656088860790751
depmap,OncotreePrimaryDisease,expression,C2CD5,0.03560873177433542
depmap,OncotreePrimaryDisease,expression,C5,0.03257533987812279
depmap,OncotreePrimaryDisease,expression,CAB39,0.0404448483226693
depmap,OncotreePrimaryDisease,expression,CALM3,0.03799058031605488
depmap,OncotreePrimaryDisease,expression,CALU,0.03584514370269566
depmap,OncotreePrimaryDisease,expression,CAMSAP2,0.03412304055529006
depmap,OncotreePrimaryDisease,expression,CANT1,0.03960419638569105
depmap,OncotreePrimaryDisease,expression,CAPN1,0.039604089638530425
depmap,OncotreePrimaryDisease,expression,CASC3,0.039169488340369714
depmap,OncotreePrimaryDisease,expression,CASP10,0.039853609733632035
depmap,OncotreePrimaryDisease,expression,CASP2,0.038210045148159885
depmap,OncotreePrimaryDisease,expression,CASP3,0.03940001198880929
depmap,OncotreePrimaryDisease,expression,CASP7,0.03786841412082934
depmap,OncotreePrimaryDisease,expression,CAST,0.03792752947576024
depmap,OncotreePrimaryDisease,expression,CAT,0.039860790550744304
depmap,OncotreePrimaryDisease,expression,CBFB,0.03826816143470326
depmap,OncotreePrimaryDisease,expression,CBLB,0.03740316396072695
depmap,OncotreePrimaryDisease,expression,CBR1,0.03757080652544207
depmap,OncotreePrimaryDisease,expression,CBR3,0.0392251176191605
depmap,OncotreePrimaryDisease,expression,CCDC85B,0.04029189001003284
depmap,OncotreePrimaryDisease,expression,CCDC86,0.04351570485067488
depmap,OncotreePrimaryDisease,expression,CCDC92,0.0379892266882075
depmap,OncotreePrimaryDisease,expression,CCL2,0.03844593473031189
depmap,OncotreePrimaryDisease,expression,CCNA1,0.03617100887354195
depmap,OncotreePrimaryDisease,expression,CCNA2,0.03684007322501291
depmap,OncotreePrimaryDisease,expression,CCNB1,0.03817618076192373
depmap,OncotreePrimaryDisease,expression,CCND1,0.0405924202340955
depmap,OncotreePrimaryDisease,expression,CCND3,0.040317783016371116
depmap,OncotreePrimaryDisease,expression,CCNE1,0.03875091442859666
depmap,OncotreePrimaryDisease,expression,CCNE2,0.038415670044789726
depmap,OncotreePrimaryDisease,expression,CCNF,0.036349307216923976
depmap,OncotreePrimaryDisease,expression,CCNH,0.03738760097287856
depmap,OncotreePrimaryDisease,expression,CCP110,0.03855506756369852
depmap,OncotreePrimaryDisease,expression,CD320,0.03558409089114896
depmap,OncotreePrimaryDisease,expression,CD40,0.03719962539323947
depmap,OncotreePrimaryDisease,expression,CD44,0.04261188295221256
depmap,OncotreePrimaryDisease,expression,CDAN1,0.04017568122415818
depmap,OncotreePrimaryDisease,expression,CDC20,0.03891798359733095
depmap,OncotreePrimaryDisease,expression,CDC25A,0.0372715114518789
depmap,OncotreePrimaryDisease,expression,CDC25B,0.039950681721940884
depmap,OncotreePrimaryDisease,expression,CDC42,0.0401615845853486
depmap,OncotreePrimaryDisease,expression,CDC45,0.03836918653734668
depmap,OncotreePrimaryDisease,expression,CDC6,0.038492885769223543
depmap,OncotreePrimaryDisease,expression,CDCA4,0.03964439850906884
depmap,OncotreePrimaryDisease,expression,CDH3,0.038057561986653284
depmap,OncotreePrimaryDisease,expression,CDK1,0.03726576460346022
depmap,OncotreePrimaryDisease,expression,CDK19,0.03681836406174532
depmap,OncotreePrimaryDisease,expression,CDK2,0.035425966306809775
depmap,OncotreePrimaryDisease,expression,CDK4,0.038382407741137395
depmap,OncotreePrimaryDisease,expression,CDK5R1,0.04068859678437209
depmap,OncotreePrimaryDisease,expression,CDK6,0.03553043063869545
depmap,OncotreePrimaryDisease,expression,CDK7,0.03404437451323808
depmap,OncotreePrimaryDisease,expression,CDKN1B,0.033939015651520556
depmap,OncotreePrimaryDisease,expression,CDKN2A,0.03697689677998968
depmap,OncotreePrimaryDisease,expression,CEBPD,0.03670223287866804
depmap,OncotreePrimaryDisease,expression,CEBPZ,0.038278863099195586
depmap,OncotreePrimaryDisease,expression,CENPE,0.037992230763988465
depmap,OncotreePrimaryDisease,expression,CENPF,0.03659937403757451
depmap,OncotreePrimaryDisease,expression,CENPW,0.03669993599139792
depmap,OncotreePrimaryDisease,expression,CEP55,0.039831196013174565
depmap,OncotreePrimaryDisease,expression,CEP57,0.037909066406191246
depmap,OncotreePrimaryDisease,expression,CERK,0.039398979616327705
depmap,OncotreePrimaryDisease,expression,CETN3,0.03800815832420884
depmap,OncotreePrimaryDisease,expression,CFL1,0.036010176577337405
depmap,OncotreePrimaryDisease,expression,CFLAR,0.03967841489816408
depmap,OncotreePrimaryDisease,expression,CGRRF1,0.03946592168905745
depmap,OncotreePrimaryDisease,expression,CHAC1,0.03894601628701992
depmap,OncotreePrimaryDisease,expression,CHAF1B,0.03965337594831992
depmap,OncotreePrimaryDisease,expression,CHEK1,0.03925164877911408
depmap,OncotreePrimaryDisease,expression,CHEK2,0.04107720848002981
depmap,OncotreePrimaryDisease,expression,CHIC2,0.03610143682602629
