dataset,perm,gene,eta2_X
depmap,3,DHX29,0.019192060369484665
depmap,3,DIPK1A,0.0169829916126393
depmap,3,DLD,0.03404943078046273
depmap,3,DMTF1,0.020617027478829618
depmap,3,DNAJA3,0.019158033732017157
depmap,3,DNAJB1,0.026231404630240727
depmap,3,DNAJB2,0.025440127486313323
depmap,3,DNAJB6,0.02927414256648328
depmap,3,DNAJC15,0.03227874990506923
depmap,3,DNAJC9,0.02331488058709218
depmap,3,DNM1,0.024090378407156957
depmap,3,DNM1L,0.01734873667547071
depmap,3,DNM2,0.02093286935530959
depmap,3,DNMT1,0.02282316268890189
depmap,3,DNMT3A,0.022583065995732687
depmap,3,DNTTIP2,0.01862696402658932
depmap,3,DONSON,0.029109507637918128
depmap,3,DPAGT1,0.012580585454469296
depmap,3,DPH2,0.02764475749162509
depmap,3,DRAP1,0.020347151771775828
depmap,3,DSG2,0.029287130307949143
depmap,3,DTYMK,0.01684487383439332
depmap,3,DUSP11,0.014889935566084958
depmap,3,DUSP14,0.023695734733193367
depmap,3,DUSP22,0.037301672219420996
depmap,3,DUSP3,0.04089516036851657
depmap,3,DUSP4,0.014835378702096417
depmap,3,DUSP6,0.0360550552486992
depmap,3,DUT,0.017799297556629963
depmap,3,DYNLRB1,0.04550461678980817
depmap,3,DYRK3,0.022458316190366565
depmap,3,E2F2,0.02627134215844089
depmap,3,EAPP,0.028940045831811347
depmap,3,EBNA1BP2,0.02350029857756029
depmap,3,ECD,0.019447089322481376
depmap,3,ECH1,0.019542556068569854
depmap,3,EDEM1,0.03608337496291506
depmap,3,EDN1,0.0248117924250249
depmap,3,EED,0.032283300219647496
depmap,3,EEF1A1,0.024181200431705494
depmap,3,EEF2,0.03060963788521411
depmap,3,EFCAB14,0.025194192030143763
depmap,3,EFR3A,0.03771522373959782
depmap,3,EGF,0.01193108263243823
depmap,3,EGFR,0.03450653295678394
depmap,3,EGR1,0.023698080158733845
depmap,3,EIF1AX,0.03186183804917742
depmap,3,EIF4A1,0.027643309928551206
depmap,3,EIF4EBP1,0.01589141552781287
depmap,3,EIF5,0.02987175704932764
depmap,3,ELAC2,0.025373116571951747
depmap,3,ELAVL1,0.027663063202866933
depmap,3,ELL,0.02271992443642387
depmap,3,ELOVL6,0.02689677709166036
depmap,3,EMC3,0.021676879473235055
depmap,3,EML3,0.022847127160397402
depmap,3,ENOPH1,0.024873030467129454
depmap,3,ENOSF1,0.02257798929538209
depmap,3,EP300,0.019411608425232638
depmap,3,EPB41L2,0.03774485060226444
depmap,3,EPHA3,0.01450657321018809
depmap,3,EPHB2,0.029961579059738525
depmap,3,EPN2,0.03241435221225485
depmap,3,EPRS1,0.01991068801121737
depmap,3,ERBB2,0.04022471671921635
depmap,3,ERBB3,0.02411395214066839
depmap,3,ESPL1,0.02925750447675655
depmap,3,ESR1,0.0332607324610988
depmap,3,ETFB,0.02654518567328207
depmap,3,ETS1,0.0393643118601157
depmap,3,ETV1,0.02791745960811089
depmap,3,EVL,0.03901938887602388
depmap,3,EXO1,0.02600330524720495
depmap,3,EXOSC4,0.02112350278951745
depmap,3,EXT1,0.02533336378364118
depmap,3,EZH2,0.023839309207045307
depmap,3,FAH,0.022825531209861003
depmap,3,FAIM,0.022065323143369016
depmap,3,FAM20B,0.016037161359356046
depmap,3,FAM50A,0.028472736606230693
depmap,3,FARSB,0.02119796005168509
depmap,3,FAS,0.024842490865568664
depmap,3,FAT1,0.031413120398829604
depmap,3,FAU,0.01139965962609337
depmap,3,FBXL12,0.02953730675912243
depmap,3,FBXO11,0.025033194697124884
depmap,3,FBXO21,0.022982244089737265
depmap,3,FBXO7,0.017894626144139465
depmap,3,FCHO1,0.03902135503959839
depmap,3,FDFT1,0.049278574840057446
depmap,3,FERMT2,0.029372808427974646
depmap,3,FEZ2,0.01711113893776227
depmap,3,FGFR2,0.03380267259572185
depmap,3,FGFR4,0.02137503981414074
depmap,3,FHL2,0.04120447865481353
depmap,3,FIS1,0.032772233403605265
depmap,3,FKBP14,0.017917094638752264
depmap,3,FKBP4,0.04139589350218828
depmap,3,FOS,0.034875204854781294
depmap,3,FOSL1,0.03398836059056931
depmap,3,FOXA1,0.02937963048860631
depmap,3,FOXC1,0.03862689449370013
depmap,3,FOXJ3,0.019166185921093957
depmap,3,FOXO3,0.024448793183170368
depmap,3,FPGS,0.0310746212095036
depmap,3,FRS2,0.03334715871455683
depmap,3,FSD1,0.03407695559799327
depmap,3,FUT1,0.018994275960064148
depmap,3,FYN,0.018782093004162243
depmap,3,FZD1,0.029638295331290098
depmap,3,FZD7,0.029038085077752594
depmap,3,G3BP1,0.01873772660686238
depmap,3,GAA,0.02238259998653795
depmap,3,GABPB1,0.027479803503897875
depmap,3,GADD45A,0.04008984980999486
depmap,3,GADD45B,0.04674858941739941
depmap,3,GALE,0.02709507405613821
depmap,3,GAPDH,0.022855668157071605
depmap,3,GARRE1,0.03916563501691231
depmap,3,GATA2,0.02710719128696129
depmap,3,GATA3,0.03284861415659903
depmap,3,GDPD5,0.03623833967105237
depmap,3,GET1,0.03216411954224193
depmap,3,GFOD1,0.015981397850397698
depmap,3,GFPT1,0.015141672118253725
depmap,3,GFUS,0.019921240151980935
depmap,3,GGPS1,0.02182829234295645
depmap,3,GHR,0.023105412991659042
depmap,3,GINS2,0.026336803500454163
depmap,3,GLI2,0.016830760531869084
depmap,3,GLOD4,0.021404539859453196
depmap,3,GLRX,0.024321022738104228
depmap,3,GMNN,0.02362411455185262
depmap,3,GMPS,0.026996678801938647
depmap,3,GNA11,0.04372244547454177
depmap,3,GNA15,0.029438295564813397
depmap,3,GNAI1,0.028117154251531364
depmap,3,GNAI2,0.02597249793726889
depmap,3,GNAS,0.018668100402345445
depmap,3,GNB5,0.0202569863403692
depmap,3,GNPDA1,0.03502537733260432
depmap,3,GOLT1B,0.03165227566398658
depmap,3,GPATCH8,0.023207728579438845
depmap,3,GPC1,0.030087248604266387
depmap,3,GPN2,0.021914427114633494
depmap,3,GPR160,0.02526150917766165
depmap,3,GPX4,0.023602336692417156
depmap,3,GRB10,0.02461689578841139
depmap,3,GRB2,0.02850738444566452
depmap,3,GRB7,0.02950089021192897
depmap,3,GRN,0.02793403717093514
depmap,3,GRWD1,0.018749744229588607
depmap,3,GSPT1,0.02471483708584485
depmap,3,GSTZ1,0.021721136821523393
depmap,3,GTF2A2,0.0212144324135393
depmap,3,GTF2E2,0.024267152894357713
depmap,3,GTPBP4,0.015645368017637898
depmap,3,GTPBP8,0.02029784252007644
depmap,3,GUK1,0.022507241557951977
depmap,3,H2AZ2,0.030098350776920257
depmap,3,H2BC12,0.020805778383970498
depmap,3,H2BC15,0.036610246470170034
depmap,3,H2BC21,0.024290022062090643
depmap,3,HADH,0.029575870204579763
depmap,3,HAT1,0.015190606793865443
depmap,3,HDAC2,0.02077053319894102
depmap,3,HEATR1,0.02454207656570268
depmap,3,HEBP1,0.05408431456735741
depmap,3,HERC6,0.02808964022108256
depmap,3,HERPUD1,0.029907659244293755
depmap,3,HES1,0.02174820275349879
depmap,3,HK1,0.022868350670397514
depmap,3,HLA-DRA,0.02465027678500837
depmap,3,HMG20B,0.015460289502958111
depmap,3,HMGA2,0.03374174748309897
depmap,3,HMGCR,0.036391990900077525
depmap,3,HMGCS1,0.03569758945730011
depmap,3,HMOX1,0.023222482507576473
depmap,3,HNF1B,0.011260171279857647
depmap,3,HNRNPH1,0.029557641108559816
depmap,3,HOMER2,0.030823875579567197
depmap,3,HOOK2,0.03449044981183424
depmap,3,HS2ST1,0.020212360867642807
depmap,3,HSPA1A,0.015670281496342416
depmap,3,HSPA4,0.014048210937293783
depmap,3,HSPA8,0.02464166910405256
depmap,3,HSPD1,0.02946346112471559
depmap,3,HTRA1,0.022790120334156484
depmap,3,HYOU1,0.015383518133297372
depmap,3,IARS2,0.02732686426629093
depmap,3,ICAM1,0.03467986792255749
depmap,3,ICAM3,0.022502299670880473
depmap,3,ICMT,0.019197062883869624
depmap,3,ID2,0.025483517456017433
depmap,3,IDE,0.030383823349512607
depmap,3,IER3,0.019329741649702456
depmap,3,IFNAR1,0.022282247126521312
depmap,3,IFRD2,0.02839131044820661
depmap,3,IGF1R,0.030544557249299584
depmap,3,IGF2BP2,0.029347638177787298
depmap,3,IGF2R,0.03009399123902628
depmap,3,IGFBP3,0.02801552091791211
depmap,3,IGHMBP2,0.02227972224595982
depmap,3,IKBKB,0.016227840830906278
depmap,3,IKBKE,0.024251572170320868
depmap,3,IKZF1,0.034326336870779954
depmap,3,IL1B,0.030297465737922368
depmap,3,IL4R,0.03296677540560108
depmap,3,ILK,0.03230657911570791
depmap,3,INPP1,0.03287228243721845
depmap,3,INPP4B,0.025320313979212913
depmap,3,INSIG1,0.027337931094559665
depmap,3,INTS3,0.026568663412753612
depmap,3,INTS6,0.020049315267230278
depmap,3,IPO13,0.023908825631340974
depmap,3,IQGAP1,0.030208127745217278
depmap,3,ISOC1,0.03332752214177569
depmap,3,ITFG1,0.030873404969302454
depmap,3,ITGAE,0.02280852961138246
depmap,3,ITGAV,0.02530038910935506
depmap,3,ITGB1BP1,0.025274700070323532
depmap,3,ITGB5,0.034546778734783685
depmap,3,JMJD6,0.02970047602301513
depmap,3,JUN,0.033874814129349916
depmap,3,KAT6A,0.028393794664284426
depmap,3,KAT6B,0.03675338920961883
depmap,3,KCNK1,0.025580732288301152
depmap,3,KCTD5,0.019360906786399394
depmap,3,KDM3A,0.021860866719605306
depmap,3,KDM5A,0.022904207291681914
depmap,3,KDM5B,0.027501589899479616
depmap,3,KEAP1,0.01903692237036528
depmap,3,KIAA0753,0.03458064888255929
depmap,3,KIF11,0.026580371272754418
depmap,3,KIF14,0.02410979186389239
depmap,3,KIF18A,0.03260063986082045
depmap,3,KIF20A,0.021842704580056237
depmap,3,KIF2C,0.024864531269534102
depmap,3,KIF5C,0.03921154572258792
depmap,3,KIT,0.02370753526095804
depmap,3,KLF5,0.0231545286772653
depmap,3,KLHDC2,0.026405287556269114
depmap,3,KLHL21,0.020181866367346295
depmap,3,KLHL9,0.01693777081835473
depmap,3,KRAS,0.038343824833740534
depmap,3,KRT14,0.021318387218975013
depmap,3,KRT17,0.020580724628980678
depmap,3,KRT5,0.02176382593104751
depmap,3,KTN1,0.02695707209994074
depmap,3,LAMA3,0.037009003170146194
depmap,3,LAP3,0.026642818474112567
depmap,3,LBR,0.02887346005138793
depmap,3,LGALS8,0.022884056413742502
depmap,3,LGMN,0.024834399731075884
depmap,3,LIG1,0.02126289551048441
depmap,3,LIPA,0.038494813937331916
depmap,3,LONP1,0.02222238727095552
depmap,3,LOXL1,0.03164084500405074
depmap,3,LPAR2,0.03267199028242945
depmap,3,LPGAT1,0.023373575765720682
depmap,3,LRP10,0.04467588467169553
depmap,3,LRPAP1,0.019768089977158176
depmap,3,LRRC41,0.02651865589730058
depmap,3,LSM6,0.025601758831582753
depmap,3,LSM8,0.032363285648150525
depmap,3,LSR,0.030830913530269496
depmap,3,LYN,0.02750019788960578
depmap,3,LYRM1,0.019355769409870136
depmap,3,MACF1,0.023971054064932967
depmap,3,MAD2L2,0.017280974014656215
depmap,3,MAGOH,0.021592849734754286
depmap,3,MALT1,0.054304403664285406
depmap,3,MAN2B1,0.02351204764714849
depmap,3,MAP2K5,0.029762489278802366
depmap,3,MAP3K4,0.025934263170184404
depmap,3,MAP4K4,0.03198027108373694
depmap,3,MAP7,0.031240132614686028
depmap,3,MAPK13,0.025908205943007103
depmap,3,MAPK1IP1L,0.03836088320026786
depmap,3,MAPK9,0.023571531484526783
depmap,3,MAPKAPK2,0.025031889718292427
depmap,3,MAPKAPK3,0.02014127347818105
depmap,3,MAPKAPK5,0.015292349871891375
depmap,3,MAPT,0.030109414208316785
depmap,3,MARS2,0.028056483208449633
depmap,3,MAST2,0.025743870328602068
depmap,3,MAT2A,0.015500339660887943
depmap,3,MBNL1,0.027488327233517774
depmap,3,MBNL2,0.02046378600342089
depmap,3,MBOAT7,0.03560485605315124
depmap,3,MBTPS1,0.02616795963052728
depmap,3,MCL1,0.022404518084186285
depmap,3,MCM3,0.02277589295184986
depmap,3,MCOLN1,0.01926524951956402
depmap,3,MDM2,0.018968091244264972
depmap,3,ME2,0.030961892005109456
depmap,3,MED1,0.02146187877072364
depmap,3,MED12,0.02750095107661536
depmap,3,MEF2C,0.035099068708849386
depmap,3,MELK,0.02854084717572872
depmap,3,MEST,0.02520739502368549
depmap,3,MFSD10,0.022867308077699974
depmap,3,MIA,0.01740183773105762
depmap,3,MICALL1,0.012206971690276132
depmap,3,MKI67,0.034285074645588276
depmap,3,MKNK1,0.017868669158815312
depmap,3,MLEC,0.0295230264786651
depmap,3,MLLT11,0.0228946706326415
depmap,3,MLPH,0.0245587449845548
depmap,3,MMP1,0.03535972735037167
depmap,3,MMP11,0.02395737949758992
depmap,3,MMP2,0.036156699313135934
depmap,3,MMS22L,0.03241467769162162
depmap,3,MOK,0.029275324294869683
depmap,3,MPC2,0.015317005906311992
depmap,3,MPZL1,0.015392730760128707
depmap,3,MRPL19,0.023004776195877936
depmap,3,MRPL33,0.026045429638283317
depmap,3,MRPL57,0.023277550981874087
depmap,3,MRPS16,0.023417914873588817
depmap,3,MRPS2,0.03271789541871525
depmap,3,MSH6,0.02195356506745634
depmap,3,MSRA,0.03337728236313233
depmap,3,MSTO1,0.01811054738240021
depmap,3,MTA1,0.037837227313860126
depmap,3,MTF2,0.02128767753493548
depmap,3,MTFR1,0.02313658558260522
depmap,3,MTHFD2,0.01875045166222501
depmap,3,MUC1,0.024584318599909137
depmap,3,MVP,0.031511993528441494
depmap,3,MYBL2,0.03250792333761016
depmap,3,MYC,0.03140882780486811
depmap,3,MYCBP,0.038028595553723545
depmap,3,MYCBP2,0.031052498245856906
depmap,3,MYH9,0.02863325349012558
depmap,3,MYL9,0.027814649642818066
depmap,3,MYLK,0.03914864996973283
depmap,3,MYO10,0.038007989437061455
depmap,3,NAA10,0.022444301372243937
depmap,3,NAPG,0.027328114315382616
depmap,3,NAT1,0.028736221863579606
depmap,3,NCAPD2,0.03772374295193338
depmap,3,NCAPD3,0.02360302477069528
depmap,3,NCK2,0.028216517128118228
depmap,3,NCOA3,0.028545013997364657
depmap,3,NDC80,0.023382575446734437
depmap,3,NELFB,0.01817350341767917
depmap,3,NENF,0.031221037741638178
depmap,3,NET1,0.023179321066424414
depmap,3,NF2,0.03581741854548295
depmap,3,NFATC3,0.02572991883067103
depmap,3,NFATC4,0.04069976538054032
depmap,3,NFE2L2,0.04249760030455159
depmap,3,NFIL3,0.03272873629847959
depmap,3,NFKB2,0.0448952243838143
depmap,3,NFKBIA,0.032713957916802656
depmap,3,NFKBIB,0.02357257199476522
depmap,3,NFKBIE,0.03874637712004217
depmap,3,NHLRC2,0.01848077356652124
depmap,3,NIPSNAP1,0.03220632082092103
depmap,3,NISCH,0.02417672108951548
depmap,3,NIT1,0.020340057064236933
depmap,3,NMNAT1,0.026045746809398987
depmap,3,NMT1,0.028880685255614533
depmap,3,NNT,0.025099042157489496
depmap,3,NOL3,0.023344971461142287
depmap,3,NOLC1,0.02361757423133933
depmap,3,NOS3,0.025420416312858796
depmap,3,NOSIP,0.021763813139886106
depmap,3,NOTCH1,0.035755485211367684
depmap,3,NPC1,0.020397277075445176
depmap,3,NPDC1,0.03528035124839184
depmap,3,NPEPL1,0.028599316526133227
depmap,3,NPM1,0.025771200987816635
depmap,3,NPRL2,0.02293206340261929
depmap,3,NR1H2,0.027300411490490367
depmap,3,NR2F6,0.03666624689679342
depmap,3,NR3C1,0.03274882199728503
depmap,3,NRAS,0.03475428768847054
depmap,3,NRIP1,0.032655236535492675
depmap,3,NSF,0.0292739916248051
depmap,3,NT5DC2,0.015557265309438196
depmap,3,NUCB2,0.026600954068731975
depmap,3,NUDCD3,0.026157429748357556
depmap,3,NUDT9,0.01920856600594821
depmap,3,NUF2,0.031043665559344118
depmap,3,NUP133,0.04065614305152533
depmap,3,NUP43,0.020166566309400148
depmap,3,NUP85,0.024707517958743937
depmap,3,NUP88,0.03205971751315355
depmap,3,NUP93,0.020959167168244277
depmap,3,NUSAP1,0.03162522586662722
depmap,3,NVL,0.02943374130928447
depmap,3,NXT1,0.02884185909182397
depmap,3,ORC1,0.029435246006719967
depmap,3,ORC6,0.02024314052932214
depmap,3,OXA1L,0.02976349673827098
depmap,3,OXCT1,0.018764901326758586
depmap,3,OXSR1,0.04225686285338381
depmap,3,P4HA2,0.030426828226425073
depmap,3,P4HTM,0.02102955038696836
depmap,3,PACSIN3,0.040394345512813276
depmap,3,PAF1,0.02090669802676788
depmap,3,PAFAH1B1,0.016064051142626483
depmap,3,PAFAH1B3,0.023846181499208675
depmap,3,PAICS,0.026954632034930842
depmap,3,PAK1,0.032388574005602994
depmap,3,PAK4,0.019988614736618882
depmap,3,PAK6,0.03601664224235414
depmap,3,PAN2,0.03252705726908144
depmap,3,PARP1,0.031119867149370754
depmap,3,PARP2,0.026965235615197192
depmap,3,PAX8,0.024837546055195666
depmap,3,PCBD1,0.03944526924289334
depmap,3,PCCB,0.023785184120889775
depmap,3,PCK2,0.022715290374223932
depmap,3,PCM1,0.02275742514358452
depmap,3,PCMT1,0.024694380918598276
depmap,3,PCNA,0.026109222396716356
depmap,3,PDCD2,0.015290524402063804
depmap,3,PDGFA,0.02082774207343953
depmap,3,PDHX,0.01824980320960061
depmap,3,PDIA5,0.027794200023235884
depmap,3,PDLIM1,0.027136236594287957
depmap,3,PDS5A,0.02304597101326003
depmap,3,PECR,0.033342156493328994
depmap,3,PELO,0.029943096061591096
depmap,3,PEX11A,0.019082851356916564
depmap,3,PFKL,0.022424095114234956
depmap,3,PFN1,0.026035112405411176
depmap,3,PGD,0.02710485003904885
depmap,3,PGK1,0.026809807223214313
depmap,3,PGM1,0.023651288397469168
depmap,3,PGR,0.01756964239503505
depmap,3,PHGDH,0.016019906257586727
depmap,3,PHKB,0.03178098564635988
depmap,3,PHKG2,0.026680615325927522
depmap,3,PIGB,0.02583924977539607
depmap,3,PIH1D1,0.017321367503043566
depmap,3,PIK3C2B,0.03212286111339839
depmap,3,PIK3C3,0.023069259269591674
depmap,3,PIK3CA,0.02962102372604788
depmap,3,PIK3R3,0.03759369513923201
depmap,3,PIK3R4,0.030214741825847834
depmap,3,PIN1,0.023382835795398085
depmap,3,PIP4K2B,0.020490539590207663
depmap,3,PKIG,0.02739708655855052
depmap,3,PKMYT1,0.024648382271084218
depmap,3,PLA2G15,0.031141073587033604
depmap,3,PLA2G4A,0.023586409423452883
depmap,3,PLCB3,0.03531383415180511
depmap,3,PLEKHJ1,0.02427934868261184
depmap,3,PLEKHM1,0.023071653243688674
depmap,3,PLK1,0.030169715232232962
depmap,3,PLOD3,0.031078394359179314
depmap,3,PLS1,0.02929452484397228
depmap,3,PLSCR1,0.04280580360762514
depmap,3,PMAIP1,0.02649315945100434
depmap,3,PMM2,0.025723190965561214
depmap,3,PNKP,0.01576657022118087
depmap,3,PNP,0.02724281279985732
depmap,3,POLB,0.02419383897183005
depmap,3,POLE2,0.024231376503825626
depmap,3,POLG2,0.029835550968487598
depmap,3,POLR1C,0.021912424384710315
depmap,3,POLR2I,0.027514675719531926
depmap,3,POLR2K,0.023512592898276573
depmap,3,POLR2L,0.025830838238336453
depmap,3,POP4,0.04733936960288352
depmap,3,POP5,0.022535713045308697
depmap,3,PPARD,0.030227450581917042
depmap,3,PPARG,0.02470259864120706
depmap,3,PPIC,0.041550041606097106
depmap,3,PPIE,0.01956868394437468
depmap,3,PPOX,0.023465463264763765
depmap,3,PPP1R12A,0.022572456396032795
depmap,3,PPP1R13B,0.04450194191751185
depmap,3,PPP1R15B,0.029915192705018592
depmap,3,PPP2CA,0.02252780210438712
depmap,3,PPP2R1A,0.017117226337985448
depmap,3,PPP2R3C,0.029353296621644955
depmap,3,PPP2R5A,0.019844109343210653
depmap,3,PPP2R5E,0.034045449227066496
depmap,3,PPWD1,0.021641040725724557
depmap,3,PRCP,0.02856661772508324
depmap,3,PRKACA,0.029075202632006632
depmap,3,PRKAG2,0.04492463314150319
depmap,3,PRKCD,0.018693019123162378
depmap,3,PRKCQ,0.010807911814076978
depmap,3,PRKRA,0.02264935810604655
depmap,3,PROS1,0.036215611244498846
depmap,3,PRPF4,0.024624942914614256
depmap,3,PRR15L,0.02175009655974588
depmap,3,PRSS23,0.034302013502664284
depmap,3,PSIP1,0.02329059643513081
depmap,3,PSMA3,0.025806054584771393
depmap,3,PSMB5,0.02784674846450631
depmap,3,PSMB6,0.03425485030072298
depmap,3,PSMB8,0.035389529297179624
depmap,3,PSMD14,0.01692050684454651
depmap,3,PSMD4,0.016670291672098263
depmap,3,PSMD7,0.03239456977932528
depmap,3,PSME1,0.030151606257961497
depmap,3,PSMF1,0.02670923076341545
depmap,3,PSMG1,0.024085320351360413
depmap,3,PSMG4,0.025683562004239976
depmap,3,PSRC1,0.017242817191810183
depmap,3,PTGS2,0.019191565411763832
depmap,3,PTK2,0.037851267365200086
depmap,3,PTK2B,0.02932947988308642
depmap,3,PTPN1,0.02375817589516974
depmap,3,PTPN12,0.03402317308479587
depmap,3,PTPN6,0.02864299984682337
depmap,3,PTPRC,0.04400237626815491
depmap,3,PTPRF,0.03546600707480574
depmap,3,PTPRK,0.02510847821039971
depmap,3,PTTG1,0.02304737117115984
depmap,3,PUF60,0.019247786442283265
depmap,3,PWP1,0.02259307816800898
depmap,3,PXN,0.028911384342685042
depmap,3,PYCR1,0.019040788340705567
depmap,3,PYGL,0.02140533391862916
depmap,3,RAB11FIP2,0.027391187673493966
depmap,3,RAB21,0.02335905792449934
depmap,3,RAB27A,0.02274636291468384
depmap,3,RAB31,0.032970333629256526
depmap,3,RAB4A,0.020181108538632846
depmap,3,RACK1,0.031827491700152935
depmap,3,RAD51C,0.030599260531380613
depmap,3,RAD9A,0.029421592419675142
depmap,3,RAE1,0.032056305041855936
depmap,3,RAI14,0.02925439290396292
depmap,3,RALA,0.02505393586678604
depmap,3,RALB,0.029998041944758004
depmap,3,RALGDS,0.03131044464107217
depmap,3,RAN,0.017700697406327667
depmap,3,RAP1GAP,0.029868093617735996
depmap,3,RASA1,0.034674719639778126
depmap,3,RB1,0.025214772531161136
depmap,3,RBKS,0.016043948234219917
depmap,3,RBM15B,0.024592952676927526
depmap,3,RBM6,0.02579813584820701
depmap,3,REEP5,0.029925470865400584
depmap,3,RELB,0.045907042216015256
depmap,3,RFC2,0.01608146692381799
depmap,3,RFC5,0.023588597066812714
depmap,3,RFNG,0.023905456930412457
depmap,3,RFX5,0.02634923262913617
depmap,3,RGS2,0.022106939977466558
depmap,3,RHEB,0.036315012683647896
depmap,3,RHOA,0.032200474880921835
depmap,3,RIC1,0.02333553371168654
depmap,3,RNF167,0.034201290357554114
depmap,3,RNH1,0.027409126847258675
depmap,3,RNMT,0.030196916842849465
depmap,3,RNPS1,0.026617745563460762
depmap,3,RPA1,0.023809902120596808
depmap,3,RPA2,0.01839955854506209
depmap,3,RPA3,0.02356204882863398
depmap,3,RPIA,0.028681428501510876
depmap,3,RPL12,0.021616447074143917
depmap,3,RPL13A,0.02819812505957372
depmap,3,RPL21,0.029039548551053437
depmap,3,RPL23A,0.034783042710908
depmap,3,RPL36A,0.015700127727897712
depmap,3,RPL39L,0.021078574780645842
depmap,3,RPL4,0.03303628310239172
depmap,3,RPL6,0.021202945908231983
depmap,3,RPL7A,0.029581385263233066
depmap,3,RPL9,0.020815778575735338
depmap,3,RPN1,0.03549141423382535
depmap,3,RPP21,0.03221414614809133
depmap,3,RPP25L,0.02799779703415515
depmap,3,RPS15A,0.016475806095142133
depmap,3,RPS2,0.02538939373870193
depmap,3,RPS4X,0.04174526856996638
depmap,3,RPS5,0.026235289117313914
depmap,3,RPS6,0.020998392709027126
depmap,3,RPS6KA1,0.025632892075903746
depmap,3,RRAGA,0.019774133721830785
depmap,3,RRM1,0.03144989359576565
depmap,3,RRM2,0.028941202584352472
depmap,3,RRN3,0.03717481713045689
depmap,3,RRP12,0.017480773538152448
depmap,3,RRP1B,0.0262509583721741
depmap,3,RRP8,0.03354017787038438
depmap,3,RRS1,0.015532964963847764
depmap,3,RSU1,0.026777861578584593
depmap,3,RTN2,0.026462932725700532
depmap,3,RUVBL1,0.0261754701379572
depmap,3,S100A13,0.0422885629067979
depmap,3,S100A4,0.03660199304579486
depmap,3,SACM1L,0.01974466974741889
depmap,3,SARS1,0.0192451585689792
depmap,3,SBDS,0.03336899837419709
depmap,3,SCAND1,0.02331102165315776
depmap,3,SCAP,0.020080821280314586
depmap,3,SCARB1,0.04001496265541804
depmap,3,SCCPDH,0.026668407009415997
depmap,3,SCD,0.029060506942584965
depmap,3,SCP2,0.018579281894551734
depmap,3,SCRN1,0.0321045355349159
depmap,3,SCYL3,0.019819060348646746
depmap,3,SDHB,0.020371474172219073
depmap,3,SENP6,0.0244502351425589
depmap,3,SEPHS2,0.03051693983406092
depmap,3,SEPSECS,0.0172209455357176
depmap,3,SERPINE1,0.043494051883098864
depmap,3,SESN1,0.026266948432588533
depmap,3,SFN,0.03153580326879289
depmap,3,SFRP1,0.034300613042572266
depmap,3,SGCB,0.0312662070516754
depmap,3,SH3BP5,0.024889892583734582
depmap,3,SHC1,0.02425594576497362
depmap,3,SIRT3,0.020654799288618547
depmap,3,SKP1,0.030383800457506566
depmap,3,SKP2,0.03364881327716122
depmap,3,SLC11A2,0.014687078526341045
depmap,3,SLC1A4,0.04387857445697019
depmap,3,SLC25A13,0.023188363839576627
depmap,3,SLC25A4,0.02072453772109281
depmap,3,SLC25A46,0.014035501055636264
depmap,3,SLC27A3,0.03185940096798994
depmap,3,SLC2A6,0.021678775059326166
depmap,3,SLC35A1,0.03445530677789861
depmap,3,SLC35A3,0.02352877727114411
depmap,3,SLC35B1,0.022747397488516313
depmap,3,SLC35F2,0.02567167911096783
depmap,3,SLC37A4,0.0243433881422739
depmap,3,SLC39A6,0.02000869808056985
depmap,3,SLC5A6,0.02090154528028559
depmap,3,SMAD3,0.02964343317770436
depmap,3,SMARCA4,0.05440393252372596
depmap,3,SMARCC1,0.024024159789221778
depmap,3,SMARCD2,0.03423245445430931
depmap,3,SMC3,0.02877696215634089
depmap,3,SMC4,0.02565572111831986
depmap,3,SMG1,0.021692159991506307
depmap,3,SMNDC1,0.028797565953886432
depmap,3,SNAP23,0.028903027806534077
depmap,3,SNAP25,0.02748697651504321
depmap,3,SNCA,0.03807135985324756
depmap,3,SNRPA1,0.02296746879238152
depmap,3,SNRPB2,0.01958289758129323
depmap,3,SNRPD1,0.013403087505955726
depmap,3,SNRPD3,0.02192637338212154
depmap,3,SNRPF,0.022698439101178188
depmap,3,SNX11,0.02616816981942672
depmap,3,SNX13,0.025606669728297785
depmap,3,SNX6,0.03189137541318725
depmap,3,SNX7,0.036528313295117326
depmap,3,SOCS2,0.023464340687011854
depmap,3,SOD1,0.028424543460672424
depmap,3,SOD2,0.01937191407947684
depmap,3,SORBS3,0.04272242297848672
depmap,3,SOX4,0.022583212471596607
depmap,3,SPAG4,0.020538629792350903
depmap,3,SPAG7,0.03756078726423782
depmap,3,SPC24,0.021347851992360143
depmap,3,SPDEF,0.02193152857593867
depmap,3,SPEN,0.023837622111798212
depmap,3,SPP1,0.0210088139613354
depmap,3,SPR,0.025454264842240615
depmap,3,SPRED2,0.01912176567751814
depmap,3,SPTAN1,0.02759762781479185
depmap,3,SPTLC2,0.03403633014345439
depmap,3,SQSTM1,0.03363746107068221
depmap,3,SRC,0.020766584565180775
depmap,3,SRSF3,0.01855912627991463
depmap,3,SS18L2,0.03159922333125275
depmap,3,SSBP2,0.02311226884818683
depmap,3,ST3GAL5,0.024162194873394258
depmap,3,ST6GALNAC2,0.02859192246167818
depmap,3,ST7,0.032701175534746114
