dataset,perm,item,eta2_y
depmap,11,PRKRA,0.02906074497652131
depmap,11,NAA10,0.016009191435011557
depmap,11,MDM2,0.02499359971694695
depmap,11,WDR1,0.019690177484850295
depmap,11,PGD,0.01788145069135801
depmap,11,DPAGT1,0.0230551405104768
depmap,11,RPP21,0.03658022304876289
depmap,11,WDR82,0.023664215297440064
depmap,11,SYS1,0.022949219054716388
depmap,11,MED1,0.02401607340992194
depmap,11,GMPS,0.018046365786754053
depmap,11,RPL21,0.058058398008382216
depmap,11,NXT1,0.02085800917036632
depmap,11,HNRNPH1,0.01792977544731311
depmap,11,PPP2R1A,0.028593554335799073
depmap,11,DNM2,0.021501908046311195
depmap,11,RRM1,0.027961420823761355
depmap,11,RPL6,0.10491299092465772
depmap,11,SMG1,0.092119117293202
depmap,11,RRM2,0.033183285843979296
depmap,11,CDK6,0.02958937444047145
depmap,11,VPS25,0.026476318409984257
depmap,11,SPC24,0.02521570923215995
depmap,11,UMPS,0.01761371826523905
depmap,11,TOP2A,0.031110978970186148
depmap,11,NHLRC2,0.020190722033377313
depmap,11,SOD1,0.024683385342096943
depmap,11,AK6,0.03916767713476592
depmap,11,H2BC15,0.029438162343360975
depmap,11,MARS2,0.028196905298381952
depmap,11,RPL13A,0.07670500548838105
depmap,11,DUT,0.03397121640892847
depmap,11,GPX4,0.031075220119499574
depmap,11,HMGCS1,0.012216454807134155
depmap,11,UBE2M,0.021601090898560462
depmap,11,UROD,0.02281519598244933
depmap,11,RAN,0.016970564297689544
depmap,11,RIC1,0.02578848987095865
depmap,11,ACTR1A,0.02635697455300303
depmap,11,SARS1,0.026169125567024182
depmap,11,MCL1,0.049928348512586374
depmap,11,ELL,0.02705576494184156
depmap,11,PSMG4,0.04182803319472461
depmap,11,YPEL5,0.024097080624317688
depmap,11,EIF4A1,0.02405843053298855
depmap,11,RPL12,0.026175836536136837
depmap,11,PLK1,0.024808706360229957
depmap,11,POLR2L,0.022234806884851726
depmap,11,GSPT1,0.020623720408553287
depmap,11,DONSON,0.029394782021832253
depmap,11,ITGAV,0.04549238656965447
depmap,11,TXNL4A,0.03377681081375913
depmap,11,MSTO1,0.02540134464074509
depmap,11,SNRPB2,0.022367058530469885
depmap,11,PCNA,0.01857201375918337
depmap,11,PELO,0.026532098657876837
depmap,11,ESPL1,0.023288438532819637
depmap,11,ACO2,0.021112137007377876
depmap,11,GUK1,0.020396930948209702
depmap,11,RPL23A,0.09132377419211613
depmap,11,DHFR,0.03326371087222354
depmap,11,EP300,0.026962440590107214
depmap,11,CDK1,0.02054820574454482
depmap,11,SRSF3,0.03096264459538603
depmap,11,TIMM10,0.02258611124496491
depmap,11,PGK1,0.024415004909248823
depmap,11,PKMYT1,0.02049038364103377
depmap,11,UBE2N,0.03499038475339783
depmap,11,TSC2,0.026134738063394856
depmap,11,PPP1R15B,0.015295309675977887
depmap,11,KEAP1,0.018960788971355152
depmap,11,CENPW,0.04635103810279039
depmap,11,NAPG,0.023501838747002343
depmap,11,PSMA3,0.03628917391041947
depmap,11,WDR73,0.01843119468732477
depmap,11,RRN3,0.08183652286011768
depmap,11,MRPL57,0.023075877208402762
depmap,11,MMS22L,0.028783368507573324
depmap,11,DBR1,0.02477117090419062
depmap,11,SNRPF,0.02392238731459247
depmap,11,MAGOH,0.024324072670629606
depmap,11,SEPSECS,0.02393115054545384
depmap,11,ANKLE2,0.0231012306874374
depmap,11,GPN2,0.022627141576161223
depmap,11,WEE1,0.013049166780131266
depmap,11,UBE2D3,0.018284449966992255
depmap,11,CBFB,0.03434322282567198
depmap,11,TINF2,0.023030867505022187
depmap,11,TRPM7,0.029173353049372484
depmap,11,MAT2A,0.02240348546416729
depmap,11,TAMM41,0.021021439040821713
depmap,11,DDX3X,0.021959931168016627
depmap,11,NPM1,0.09450373815044198
depmap,11,WNK1,0.02386003612866879
depmap,11,SCD,0.0253014376186542
depmap,11,CDC45,0.027539022068050416
depmap,11,ACTB,0.020510227285271774
depmap,11,USP7,0.020305316239329015
depmap,11,TXNRD1,0.026130044590926514
depmap,11,ORC6,0.023692051360640714
depmap,11,MRPL33,0.02996391697169057
depmap,11,SDHB,0.020290449754357218
depmap,11,POP5,0.025133246027545315
depmap,11,CDC42,0.02830785080905711
depmap,11,GINS2,0.022022674558829343
depmap,11,CTPS1,0.021698293721733965
depmap,11,ATP6AP1,0.025745390465438025
depmap,11,ALDOA,0.021178686950166902
depmap,11,SNRPD1,0.026506427911055733
depmap,11,STX4,0.027755308757628737
depmap,11,RPS2,0.04612308237933962
depmap,11,EMC3,0.031922666691784174
depmap,11,MAD2L2,0.025337121298874932
depmap,11,NCAPD3,0.02700503231821502
depmap,11,NSF,0.01602340962856585
depmap,11,CFL1,0.027657294810353887
depmap,11,PPWD1,0.016214033946645185
depmap,11,GGPS1,0.017838832997318473
depmap,11,MED12,0.023308374940291716
depmap,11,NMNAT1,0.027229272950333533
depmap,11,HNF1B,0.028887993834100012
depmap,11,ATP6V1F,0.022910813025024117
depmap,11,GTPBP4,0.021265967633281924
depmap,11,NUP43,0.029674470783807246
depmap,11,PSMD7,0.010703022240139077
depmap,11,RPS15A,0.017055589191453453
depmap,11,RPL7A,0.02557367823827902
depmap,11,ATP6V1A,0.02653187500021625
depmap,11,LSM8,0.024304511439942517
depmap,11,TADA1,0.027278658531504654
depmap,11,FARSB,0.02659893322815918
depmap,11,RACK1,0.0270428095880732
depmap,11,PFN1,0.01645397254473041
depmap,11,CHAF1B,0.014866403441782644
depmap,11,RPL9,0.02433457127983654
depmap,11,MYH9,0.038889276520328156
depmap,11,RPL4,0.0172246490515411
depmap,11,UBR4,0.022547143998032024
depmap,11,SKP2,0.026537602857129382
depmap,11,WDR77,0.027125870040869183
depmap,11,PSMD14,0.017926691004571515
depmap,11,UTP4,0.011082813809128966
depmap,11,RPP25L,0.013700166743909581
depmap,11,SNRPA1,0.02399065335926551
depmap,11,KLF5,0.017939299932004108
depmap,11,ALG13,0.03375089806717377
depmap,11,NF2,0.027358245393854827
depmap,11,NELFB,0.02392039689043921
depmap,11,EFR3A,0.024626271835913073
depmap,11,FAU,0.016151415673338575
depmap,12,YRDC,0.015449484688739324
depmap,12,CCND1,0.022904644391833557
depmap,12,EIF1AX,0.033714143374784435
depmap,12,INTS6,0.030704486095386913
depmap,12,DNAJC9,0.021491735767861994
depmap,12,SCAP,0.02026845040266384
depmap,12,KIF18A,0.02604495365984395
depmap,12,MYC,0.021688959568077586
depmap,12,TYMS,0.022774714750725317
depmap,12,TUBB,0.0320349928011189
depmap,12,SNRPD3,0.08609692755838863
depmap,12,PSMB5,0.031116334546323326
depmap,12,EEF1A1,0.06830918776486776
depmap,12,BCL2L1,0.026648946037218596
depmap,12,GRB2,0.030315779603816536
depmap,12,PSMB6,0.027958728259271426
depmap,12,RPL36A,0.06505480897037538
depmap,12,CHMP4B,0.038279661744352336
depmap,12,KRAS,0.01652868295951195
depmap,12,SNAP23,0.0314252134030012
depmap,12,CRKL,0.011308040169144983
depmap,12,THAP1,0.0288111571842401
depmap,12,SOD2,0.028139257089994145
depmap,12,ADSL,0.01757015206562912
depmap,12,ATP6V1B2,0.023094263644165065
depmap,12,CFLAR,0.012029276236391991
depmap,12,COPG1,0.021757813199626715
depmap,12,DTYMK,0.018593120830294737
depmap,12,SEPHS2,0.03445065811907444
depmap,12,ATP1A1,0.0357756406028863
depmap,12,RPS4X,0.024827414931888458
depmap,12,BUB3,0.027385716013923415
depmap,12,CDAN1,0.025857998688330858
depmap,12,SS18L2,0.020143921541383062
depmap,12,YARS2,0.019630438271823633
depmap,12,SBDS,0.035185265727178325
depmap,12,LONP1,0.01884560180462796
depmap,12,RAD9A,0.025763010844917285
depmap,12,FERMT2,0.022338561185588725
depmap,12,KIF11,0.041042834584818194
depmap,12,ATP6V0C,0.037544339275836884
depmap,12,PDCD2,0.018491844120151747
depmap,12,FAM50A,0.02325114969246207
depmap,12,DYNLRB1,0.0295077501441488
depmap,12,PPP2CA,0.02056373207119763
depmap,12,EEF2,0.03137913181957883
depmap,12,TP53,0.027687276717975686
depmap,12,CDK4,0.026092586884804772
depmap,12,PPP1R12A,0.021180824522464833
depmap,12,TFRC,0.02875510632296762
depmap,12,PRKRA,0.03175227361422624
depmap,12,NAA10,0.019996991060727404
depmap,12,MDM2,0.029752035500437264
depmap,12,WDR1,0.017744998194381804
depmap,12,PGD,0.026060514983174635
depmap,12,DPAGT1,0.01854047896447757
depmap,12,RPP21,0.0192251472277132
depmap,12,WDR82,0.02712696875419155
depmap,12,SYS1,0.029841527015184333
depmap,12,MED1,0.023470016278467065
depmap,12,GMPS,0.017607025818887553
depmap,12,RPL21,0.05217912717947491
depmap,12,NXT1,0.02295216481261686
depmap,12,HNRNPH1,0.01961342585661617
depmap,12,PPP2R1A,0.025856689844792745
depmap,12,DNM2,0.02798980009109196
depmap,12,RRM1,0.039369072157155086
depmap,12,RPL6,0.07866597736748372
depmap,12,SMG1,0.07705989727512032
depmap,12,RRM2,0.03472285563801845
depmap,12,CDK6,0.020252958800825626
depmap,12,VPS25,0.026140715233382742
depmap,12,SPC24,0.030671541521067745
depmap,12,UMPS,0.02363834136981309
depmap,12,TOP2A,0.029584924186822553
depmap,12,NHLRC2,0.022470925742649413
depmap,12,SOD1,0.022680338485666366
depmap,12,AK6,0.01570072672671572
depmap,12,H2BC15,0.01589073596299938
depmap,12,MARS2,0.012098132572965725
depmap,12,RPL13A,0.11633893927150862
depmap,12,DUT,0.03229567097101257
depmap,12,GPX4,0.03740120052592892
depmap,12,HMGCS1,0.024621871081187414
depmap,12,UBE2M,0.02106680390128059
depmap,12,UROD,0.03591153382384613
depmap,12,RAN,0.022234132648423603
depmap,12,RIC1,0.029605521306713924
depmap,12,ACTR1A,0.02361677705510795
depmap,12,SARS1,0.02055516557906408
depmap,12,MCL1,0.03164176823183185
depmap,12,ELL,0.015821002643850543
depmap,12,PSMG4,0.02687040583222448
depmap,12,YPEL5,0.036925366113960294
depmap,12,EIF4A1,0.028981161866941642
depmap,12,RPL12,0.044908451493432804
depmap,12,PLK1,0.02757009545427231
depmap,12,POLR2L,0.01748290936537077
depmap,12,GSPT1,0.02272225507104833
depmap,12,DONSON,0.025039542680398895
depmap,12,ITGAV,0.017074296757311945
depmap,12,TXNL4A,0.030405489407017264
depmap,12,MSTO1,0.025921054971802627
depmap,12,SNRPB2,0.02840398857408097
depmap,12,PCNA,0.026624585866384852
depmap,12,PELO,0.03556980129483186
depmap,12,ESPL1,0.03258989742493925
depmap,12,ACO2,0.03249738215657954
depmap,12,GUK1,0.019419804543973383
depmap,12,RPL23A,0.09088110108432858
depmap,12,DHFR,0.01337806546741376
depmap,12,EP300,0.02785463864474316
depmap,12,CDK1,0.024706001393667028
depmap,12,SRSF3,0.022405778304964995
depmap,12,TIMM10,0.017397347462154704
depmap,12,PGK1,0.027740220315641422
depmap,12,PKMYT1,0.03055847062271227
depmap,12,UBE2N,0.018593003708095034
depmap,12,TSC2,0.03406318975761354
depmap,12,PPP1R15B,0.022142458326608317
depmap,12,KEAP1,0.012859196824866187
depmap,12,CENPW,0.031025676835226612
depmap,12,NAPG,0.021956394796702406
depmap,12,PSMA3,0.02851249196011341
depmap,12,WDR73,0.025472142022053737
depmap,12,RRN3,0.03769531946872974
depmap,12,MRPL57,0.01669393010494691
depmap,12,MMS22L,0.030925892586196647
depmap,12,DBR1,0.01947994362068177
depmap,12,SNRPF,0.02430601499282825
depmap,12,MAGOH,0.03213047653784361
depmap,12,SEPSECS,0.03442341354895177
depmap,12,ANKLE2,0.02801001392679916
depmap,12,GPN2,0.029660358034961688
depmap,12,WEE1,0.024110181270501758
depmap,12,UBE2D3,0.0354364695666534
depmap,12,CBFB,0.04268685944311435
depmap,12,TINF2,0.02530923219929686
depmap,12,TRPM7,0.02591581395307664
depmap,12,MAT2A,0.012193076921827674
depmap,12,TAMM41,0.02116277408945457
depmap,12,DDX3X,0.024429921575074967
depmap,12,NPM1,0.07725642021560748
depmap,12,WNK1,0.02448891910848622
depmap,12,SCD,0.01998788583012973
depmap,12,CDC45,0.02071129071152523
depmap,12,ACTB,0.02912223456366582
depmap,12,USP7,0.02740693637241525
depmap,12,TXNRD1,0.03798058290754692
depmap,12,ORC6,0.01921152352550678
depmap,12,MRPL33,0.023860212157073086
depmap,12,SDHB,0.0179371032484756
depmap,12,POP5,0.01994766878267538
depmap,12,CDC42,0.02707527391941876
depmap,12,GINS2,0.022194325811029474
depmap,12,CTPS1,0.022457182684386665
depmap,12,ATP6AP1,0.034618448490957986
depmap,12,ALDOA,0.016121682730620316
depmap,12,SNRPD1,0.0357126458825944
depmap,12,STX4,0.029884637363035833
depmap,12,RPS2,0.10860907884266109
depmap,12,EMC3,0.042115999403847
depmap,12,MAD2L2,0.02822437238480101
depmap,12,NCAPD3,0.0268252383296114
depmap,12,NSF,0.02882378386185069
depmap,12,CFL1,0.025172935451187865
depmap,12,PPWD1,0.0330460034171089
depmap,12,GGPS1,0.022682164481099047
depmap,12,MED12,0.023649266454147777
depmap,12,NMNAT1,0.024216790295382158
depmap,12,HNF1B,0.014539529002857569
depmap,12,ATP6V1F,0.01900368372980825
depmap,12,GTPBP4,0.016052198241384544
depmap,12,NUP43,0.025737676246076202
depmap,12,PSMD7,0.028210717193122643
depmap,12,RPS15A,0.017356130837020565
depmap,12,RPL7A,0.023657339170334482
depmap,12,ATP6V1A,0.029925111673741272
depmap,12,LSM8,0.02670213765965802
depmap,12,TADA1,0.02778615506992959
depmap,12,FARSB,0.031951432055425576
depmap,12,RACK1,0.016933339144610655
depmap,12,PFN1,0.026957700787719863
depmap,12,CHAF1B,0.01781774045541863
depmap,12,RPL9,0.0338085079767605
depmap,12,MYH9,0.03810281245547174
depmap,12,RPL4,0.04318355788932492
depmap,12,UBR4,0.021331842165779543
depmap,12,SKP2,0.031763399241208974
depmap,12,WDR77,0.021222361721898408
depmap,12,PSMD14,0.024533115572175038
depmap,12,UTP4,0.025098358423485376
depmap,12,RPP25L,0.02478829404246125
depmap,12,SNRPA1,0.018667947086395367
depmap,12,KLF5,0.01827423662881269
depmap,12,ALG13,0.01429028998649411
depmap,12,NF2,0.01097168042401312
depmap,12,NELFB,0.017216709600309677
depmap,12,EFR3A,0.024081918076641517
depmap,12,FAU,0.022751191873313516
depmap,13,YRDC,0.026633521674617286
depmap,13,CCND1,0.034920270549551394
depmap,13,EIF1AX,0.02600564374551249
depmap,13,INTS6,0.03174630888412636
depmap,13,DNAJC9,0.02943226382989936
depmap,13,SCAP,0.029510633018415555
depmap,13,KIF18A,0.019754677480201016
depmap,13,MYC,0.02065029120883918
depmap,13,TYMS,0.020530058031179316
depmap,13,TUBB,0.03554196736859671
depmap,13,SNRPD3,0.0850911387038927
depmap,13,PSMB5,0.0231428299024804
depmap,13,EEF1A1,0.09683755460166314
depmap,13,BCL2L1,0.03201523707708847
depmap,13,GRB2,0.017371898440145535
depmap,13,PSMB6,0.017246055726876576
depmap,13,RPL36A,0.09579624788678454
depmap,13,CHMP4B,0.020815360191109755
depmap,13,KRAS,0.023492159368536242
depmap,13,SNAP23,0.025743528714403614
depmap,13,CRKL,0.031888772767450675
depmap,13,THAP1,0.02772240251589308
depmap,13,SOD2,0.018240865261009546
depmap,13,ADSL,0.03145318215209806
depmap,13,ATP6V1B2,0.038761976164499924
depmap,13,CFLAR,0.02322442450802833
depmap,13,COPG1,0.030144862244208148
depmap,13,DTYMK,0.029826682907718893
depmap,13,SEPHS2,0.03066790422045695
depmap,13,ATP1A1,0.028384163117858376
depmap,13,RPS4X,0.024678197967001728
depmap,13,BUB3,0.018223836393755428
depmap,13,CDAN1,0.032155309376387095
depmap,13,SS18L2,0.024018146287612046
depmap,13,YARS2,0.030460955993218523
depmap,13,SBDS,0.028365062759126283
depmap,13,LONP1,0.02838297305843212
depmap,13,RAD9A,0.02531044262476649
depmap,13,FERMT2,0.02799630125104092
depmap,13,KIF11,0.03089822604340324
depmap,13,ATP6V0C,0.014970880285126284
depmap,13,PDCD2,0.027088841973978827
depmap,13,FAM50A,0.04030772528545009
depmap,13,DYNLRB1,0.02038157620071057
depmap,13,PPP2CA,0.01901271554270216
depmap,13,EEF2,0.019242231683628215
depmap,13,TP53,0.016347493637222148
depmap,13,CDK4,0.031237552496535734
depmap,13,PPP1R12A,0.014778058579395724
depmap,13,TFRC,0.020207000929987916
depmap,13,PRKRA,0.017733902027485142
depmap,13,NAA10,0.03901557459150019
depmap,13,MDM2,0.03482962935202002
depmap,13,WDR1,0.028759859126149635
depmap,13,PGD,0.026283453044572223
depmap,13,DPAGT1,0.02709296667335701
depmap,13,RPP21,0.02219048689692499
depmap,13,WDR82,0.01829328836535792
depmap,13,SYS1,0.016749790309608926
depmap,13,MED1,0.030468764971999577
depmap,13,GMPS,0.02225125398159413
depmap,13,RPL21,0.10791238231236755
depmap,13,NXT1,0.03206414956611107
depmap,13,HNRNPH1,0.03352583790797105
depmap,13,PPP2R1A,0.02515346278398496
depmap,13,DNM2,0.028912627473984244
depmap,13,RRM1,0.046123640290842864
depmap,13,RPL6,0.04495877310554243
depmap,13,SMG1,0.09343375667810787
depmap,13,RRM2,0.023983696071700446
depmap,13,CDK6,0.023936916816965217
depmap,13,VPS25,0.02395928846276843
depmap,13,SPC24,0.036496204367500895
depmap,13,UMPS,0.0281511053720627
depmap,13,TOP2A,0.0233773619788441
depmap,13,NHLRC2,0.022432524415381162
depmap,13,SOD1,0.035924417477693045
depmap,13,AK6,0.038891135276360754
depmap,13,H2BC15,0.02985946700583147
depmap,13,MARS2,0.026718539209666214
depmap,13,RPL13A,0.10003830517239644
depmap,13,DUT,0.018848140839589116
depmap,13,GPX4,0.025037554596488196
depmap,13,HMGCS1,0.023908735449954206
depmap,13,UBE2M,0.03225465210580478
depmap,13,UROD,0.02142226126701762
depmap,13,RAN,0.026192613288991473
depmap,13,RIC1,0.029717354507928066
depmap,13,ACTR1A,0.024263713418413095
depmap,13,SARS1,0.017265824531861533
depmap,13,MCL1,0.022707594171407646
depmap,13,ELL,0.025794903040711085
depmap,13,PSMG4,0.02491259580004829
depmap,13,YPEL5,0.020355240223345485
depmap,13,EIF4A1,0.022565050107302743
depmap,13,RPL12,0.02492001074185965
depmap,13,PLK1,0.016294155136615716
depmap,13,POLR2L,0.038096159386692675
depmap,13,GSPT1,0.0193291818017839
depmap,13,DONSON,0.017731555963916335
depmap,13,ITGAV,0.018293406387037175
depmap,13,TXNL4A,0.01600229896566274
depmap,13,MSTO1,0.03199145817222413
depmap,13,SNRPB2,0.019626538082735217
depmap,13,PCNA,0.028007564722205575
depmap,13,PELO,0.026250998241041063
depmap,13,ESPL1,0.023844433621880764
depmap,13,ACO2,0.016410366342905054
depmap,13,GUK1,0.017009610968262083
depmap,13,RPL23A,0.08277602635193677
depmap,13,DHFR,0.028428533442244348
depmap,13,EP300,0.019445125466838308
depmap,13,CDK1,0.022497286873556857
depmap,13,SRSF3,0.029469639000982185
depmap,13,TIMM10,0.02162684602530705
depmap,13,PGK1,0.024353484589896224
depmap,13,PKMYT1,0.015118706662063
depmap,13,UBE2N,0.021617021342991823
depmap,13,TSC2,0.028331659121218152
depmap,13,PPP1R15B,0.02518678468646135
depmap,13,KEAP1,0.028985895793345606
depmap,13,CENPW,0.023893204799076435
depmap,13,NAPG,0.021359642929052278
depmap,13,PSMA3,0.019695750012807562
depmap,13,WDR73,0.04231135616014448
depmap,13,RRN3,0.10232767963899582
depmap,13,MRPL57,0.029095389645183437
depmap,13,MMS22L,0.03529525894641143
depmap,13,DBR1,0.027134751424577597
depmap,13,SNRPF,0.025234035539908908
depmap,13,MAGOH,0.024021262884611944
depmap,13,SEPSECS,0.02848090510446413
depmap,13,ANKLE2,0.014532153836830814
depmap,13,GPN2,0.01567418238504675
depmap,13,WEE1,0.016240088326866558
depmap,13,UBE2D3,0.023314811081474693
depmap,13,CBFB,0.028001879418316753
depmap,13,TINF2,0.02678360449855871
depmap,13,TRPM7,0.027848826246361504
depmap,13,MAT2A,0.028952179836298244
depmap,13,TAMM41,0.022792862074020363
depmap,13,DDX3X,0.026299201237848645
depmap,13,NPM1,0.0941713811466484
depmap,13,WNK1,0.024064598726884875
depmap,13,SCD,0.02728596984895667
depmap,13,CDC45,0.018268574275667818
depmap,13,ACTB,0.028385809008304643
depmap,13,USP7,0.02837446334885619
depmap,13,TXNRD1,0.019643036586604507
depmap,13,ORC6,0.03501704399099099
depmap,13,MRPL33,0.031858176458038505
depmap,13,SDHB,0.03327151746320462
depmap,13,POP5,0.037579023299230095
depmap,13,CDC42,0.019282133541434515
depmap,13,GINS2,0.032730781614600545
depmap,13,CTPS1,0.03236564767691014
depmap,13,ATP6AP1,0.02623288108173773
depmap,13,ALDOA,0.023850783218294775
depmap,13,SNRPD1,0.0325630941664218
depmap,13,STX4,0.031866001527433
depmap,13,RPS2,0.14472231788287
depmap,13,EMC3,0.03355291731052834
depmap,13,MAD2L2,0.022670054886627898
depmap,13,NCAPD3,0.01637062649165605
depmap,13,NSF,0.01968558125516256
depmap,13,CFL1,0.03522152760585758
depmap,13,PPWD1,0.03291094658303968
depmap,13,GGPS1,0.025702545559530398
depmap,13,MED12,0.03395150842423674
depmap,13,NMNAT1,0.02207605946900252
depmap,13,HNF1B,0.03974898800095022
depmap,13,ATP6V1F,0.024853669361665807
depmap,13,GTPBP4,0.015914529058033866
depmap,13,NUP43,0.029801877360262068
depmap,13,PSMD7,0.024065921752725483
depmap,13,RPS15A,0.03538994524602011
depmap,13,RPL7A,0.032701861075461
depmap,13,ATP6V1A,0.02177591005380915
depmap,13,LSM8,0.01878237674435103
depmap,13,TADA1,0.02033241967868254
depmap,13,FARSB,0.018942600415287447
depmap,13,RACK1,0.02186673853867893
depmap,13,PFN1,0.025086018196586318
depmap,13,CHAF1B,0.03157360745718623
depmap,13,RPL9,0.023851181918916452
depmap,13,MYH9,0.020128595108591607
depmap,13,RPL4,0.025505321501604974
depmap,13,UBR4,0.02766151842345196
depmap,13,SKP2,0.020951105652290872
depmap,13,WDR77,0.0332683533976569
depmap,13,PSMD14,0.033569915503181835
depmap,13,UTP4,0.023785958543029683
depmap,13,RPP25L,0.03669125224040123
depmap,13,SNRPA1,0.021061870741639645
depmap,13,KLF5,0.02238550139677421
depmap,13,ALG13,0.023232609551125744
depmap,13,NF2,0.020936061944433777
depmap,13,NELFB,0.030197168843010377
depmap,13,EFR3A,0.044054469180534836
depmap,13,FAU,0.027462161416634635
depmap,14,YRDC,0.022121508278792237
depmap,14,CCND1,0.020255643194457183
depmap,14,EIF1AX,0.02262193887504487
depmap,14,INTS6,0.026868365489034953
depmap,14,DNAJC9,0.028523854271431334
depmap,14,SCAP,0.02103243206932875
depmap,14,KIF18A,0.026581009595795128
depmap,14,MYC,0.021623019270728024
depmap,14,TYMS,0.0354056318612293
depmap,14,TUBB,0.014743337194752794
depmap,14,SNRPD3,0.1136632991838627
depmap,14,PSMB5,0.02935365148183006
depmap,14,EEF1A1,0.09923220309239887
depmap,14,BCL2L1,0.01547657783115998
depmap,14,GRB2,0.02805107531711145
depmap,14,PSMB6,0.02576336199512041
depmap,14,RPL36A,0.08284625917889007
depmap,14,CHMP4B,0.021638268714993126
depmap,14,KRAS,0.017391856664647046
depmap,14,SNAP23,0.017517429510066178
depmap,14,CRKL,0.01849863567051715
depmap,14,THAP1,0.02567199227009613
depmap,14,SOD2,0.022265128948818883
depmap,14,ADSL,0.030192860627925183
depmap,14,ATP6V1B2,0.015943235976202595
depmap,14,CFLAR,0.020412786212369173
depmap,14,COPG1,0.021589041983234688
depmap,14,DTYMK,0.022318582478460674
depmap,14,SEPHS2,0.018062878311050534
depmap,14,ATP1A1,0.018389068503732092
depmap,14,RPS4X,0.029676016849301726
depmap,14,BUB3,0.021799758804722964
depmap,14,CDAN1,0.02150504991056152
depmap,14,SS18L2,0.02673432608494819
depmap,14,YARS2,0.02411948540978708
depmap,14,SBDS,0.015051499250763859
depmap,14,LONP1,0.023102940310120647
depmap,14,RAD9A,0.023296678921919618
depmap,14,FERMT2,0.028815991345038424
depmap,14,KIF11,0.016385698687536816
depmap,14,ATP6V0C,0.020465744692204222
depmap,14,PDCD2,0.02218543267443276
depmap,14,FAM50A,0.03362288411276887
depmap,14,DYNLRB1,0.02298107524571102
depmap,14,PPP2CA,0.021430313875437326
depmap,14,EEF2,0.014835957834109587
depmap,14,TP53,0.024462518150815873
depmap,14,CDK4,0.025146264370468113
depmap,14,PPP1R12A,0.03417754164948124
depmap,14,TFRC,0.04631744214700079
depmap,14,PRKRA,0.028468492896792822
depmap,14,NAA10,0.02488158462535943
depmap,14,MDM2,0.024670192827059102
depmap,14,WDR1,0.03112948250933999
depmap,14,PGD,0.024506386420321023
depmap,14,DPAGT1,0.025085826984300116
depmap,14,RPP21,0.013321621045037247
depmap,14,WDR82,0.01889941854388266
depmap,14,SYS1,0.03278274350253948
depmap,14,MED1,0.02174627992453683
depmap,14,GMPS,0.020402316949213673
depmap,14,RPL21,0.10827870859487257
depmap,14,NXT1,0.021425439427638936
depmap,14,HNRNPH1,0.02821322624919189
depmap,14,PPP2R1A,0.028884798447233146
depmap,14,DNM2,0.025295956001730305
depmap,14,RRM1,0.02505916450375794
depmap,14,RPL6,0.07000503743266166
depmap,14,SMG1,0.07832904099245809
depmap,14,RRM2,0.029004608812000607
depmap,14,CDK6,0.018973334870863813
depmap,14,VPS25,0.02357574417831805
depmap,14,SPC24,0.02166551966988179
depmap,14,UMPS,0.024012271946153733
depmap,14,TOP2A,0.022508440690016816
depmap,14,NHLRC2,0.02856291841704826
depmap,14,SOD1,0.013623511855129784
depmap,14,AK6,0.020845469945406137
depmap,14,H2BC15,0.011635849315752476
depmap,14,MARS2,0.023880186864374823
depmap,14,RPL13A,0.125201077077799
depmap,14,DUT,0.030268236839009848
depmap,14,GPX4,0.024006338420918785
depmap,14,HMGCS1,0.017582310248429402
depmap,14,UBE2M,0.03170976578291179
depmap,14,UROD,0.013405422115626649
depmap,14,RAN,0.011913574604986004
depmap,14,RIC1,0.02288602327995596
depmap,14,ACTR1A,0.0307912666869055
depmap,14,SARS1,0.01566373432602331
depmap,14,MCL1,0.013340371798507417
depmap,14,ELL,0.03316848891886912
depmap,14,PSMG4,0.02025668449929726
depmap,14,YPEL5,0.01676778194102693
depmap,14,EIF4A1,0.027327162604844937
depmap,14,RPL12,0.029031448260251638
depmap,14,PLK1,0.026883744518345295
depmap,14,POLR2L,0.024058072297871557
depmap,14,GSPT1,0.02372867140891148
depmap,14,DONSON,0.026053283511524108
depmap,14,ITGAV,0.020342969364799533
depmap,14,TXNL4A,0.02370445112403257
depmap,14,MSTO1,0.020024559662054273
depmap,14,SNRPB2,0.02811912435876616
depmap,14,PCNA,0.011520420029119273
depmap,14,PELO,0.035379540477216725
depmap,14,ESPL1,0.030064431368555487
depmap,14,ACO2,0.02139335281420638
depmap,14,GUK1,0.023698881319707623
depmap,14,RPL23A,0.11096121415869768
depmap,14,DHFR,0.034672539940570596
depmap,14,EP300,0.021530706445537326
depmap,14,CDK1,0.018917140697093143
depmap,14,SRSF3,0.027723581960594313
depmap,14,TIMM10,0.016703576681035663
depmap,14,PGK1,0.018137395156338096
depmap,14,PKMYT1,0.02379643552235638
depmap,14,UBE2N,0.022669070959365063
depmap,14,TSC2,0.01816451677542429
depmap,14,PPP1R15B,0.023624249289831995
depmap,14,KEAP1,0.011804104034455486
depmap,14,CENPW,0.027676349339562215
depmap,14,NAPG,0.03545548221896476
depmap,14,PSMA3,0.026339167159532783
depmap,14,WDR73,0.027063342697199184
depmap,14,RRN3,0.09814025474562944
depmap,14,MRPL57,0.017537129226445174
depmap,14,MMS22L,0.0260183768276147
depmap,14,DBR1,0.023849700627779562
