gene,landmark,target,pam50,source
PHKG2,1,0,0,landmark
PIGB,1,0,0,landmark
PIH1D1,1,0,0,landmark
PIK3C2B,1,0,0,landmark
PIK3C3,1,0,0,landmark
PIK3CA,1,0,0,landmark
PIK3R3,1,0,0,landmark
PIK3R4,1,0,0,landmark
PIN1,1,0,0,landmark
PIP4K2B,1,0,0,landmark
PKIG,1,0,0,landmark
PKMYT1,0,1,0,target
PLA2G15,1,0,0,landmark
PLA2G4A,1,0,0,landmark
PLCB3,1,0,0,landmark
PLEKHJ1,1,0,0,landmark
PLEKHM1,1,0,0,landmark
PLK1,1,1,0,"landmark,target"
PLOD3,1,0,0,landmark
PLS1,1,0,0,landmark
PLSCR1,1,0,0,landmark
PMAIP1,1,0,0,landmark
PMM2,1,0,0,landmark
PNKP,1,0,0,landmark
PNP,1,0,0,landmark
POLB,1,0,0,landmark
POLE2,1,0,0,landmark
POLG2,1,0,0,landmark
POLR1C,1,0,0,landmark
POLR2I,1,0,0,landmark
POLR2K,1,0,0,landmark
POLR2L,0,1,0,target
POP4,1,0,0,landmark
POP5,0,1,0,target
PPARD,1,0,0,landmark
PPARG,1,0,0,landmark
PPIC,1,0,0,landmark
PPIE,1,0,0,landmark
PPOX,1,0,0,landmark
PPP1R12A,0,1,0,target
PPP1R13B,1,0,0,landmark
PPP1R15B,0,1,0,target
PPP2CA,0,1,0,target
PPP2R1A,0,1,0,target
PPP2R3C,1,0,0,landmark
PPP2R5A,1,0,0,landmark
PPP2R5E,1,0,0,landmark
PPWD1,0,1,0,target
PRCP,1,0,0,landmark
PRKACA,1,0,0,landmark
PRKAG2,1,0,0,landmark
PRKCD,1,0,0,landmark
PRKCQ,1,0,0,landmark
PRKRA,0,1,0,target
PROS1,1,0,0,landmark
PRPF4,1,0,0,landmark
PRR15L,1,0,0,landmark
PRSS23,1,0,0,landmark
PSIP1,1,0,0,landmark
PSMA3,0,1,0,target
PSMB5,0,1,0,target
PSMB6,0,1,0,target
PSMB8,1,0,0,landmark
PSMD14,0,1,0,target
PSMD4,1,0,0,landmark
PSMD7,0,1,0,target
PSME1,1,0,0,landmark
PSMF1,1,0,0,landmark
PSMG1,1,0,0,landmark
PSMG4,0,1,0,target
PSRC1,1,0,0,landmark
PTGS2,1,0,0,landmark
PTK2,1,0,0,landmark
PTK2B,1,0,0,landmark
PTPN1,1,0,0,landmark
PTPN12,1,0,0,landmark
PTPN6,1,0,0,landmark
PTPRC,1,0,0,landmark
PTPRF,1,0,0,landmark
PTPRK,1,0,0,landmark
PTTG1,0,0,1,pam50
PUF60,1,0,0,landmark
PWP1,1,0,0,landmark
PXN,1,0,0,landmark
PYCR1,1,0,0,landmark
PYGL,1,0,0,landmark
RAB11FIP2,1,0,0,landmark
RAB21,1,0,0,landmark
RAB27A,1,0,0,landmark
RAB31,1,0,0,landmark
RAB4A,1,0,0,landmark
RACK1,0,1,0,target
RAD51C,1,0,0,landmark
RAD9A,1,1,0,"landmark,target"
RAE1,1,0,0,landmark
RAI14,1,0,0,landmark
RALA,1,0,0,landmark
RALB,1,0,0,landmark
RALGDS,1,0,0,landmark
RAN,0,1,0,target
RAP1GAP,1,0,0,landmark
RASA1,1,0,0,landmark
RB1,1,0,0,landmark
RBKS,1,0,0,landmark
RBM15B,1,0,0,landmark
RBM6,1,0,0,landmark
REEP5,1,0,0,landmark
RELB,1,0,0,landmark
RFC2,1,0,0,landmark
RFC5,1,0,0,landmark
RFNG,1,0,0,landmark
RFX5,1,0,0,landmark
RGS2,1,0,0,landmark
RHEB,1,0,0,landmark
RHOA,1,0,0,landmark
RIC1,0,1,0,target
RNF167,1,0,0,landmark
RNH1,1,0,0,landmark
RNMT,1,0,0,landmark
RNPS1,1,0,0,landmark
RPA1,1,0,0,landmark
RPA2,1,0,0,landmark
RPA3,1,0,0,landmark
RPIA,1,0,0,landmark
RPL12,0,1,0,target
RPL13A,0,1,0,target
RPL21,0,1,0,target
RPL23A,0,1,0,target
RPL36A,0,1,0,target
RPL39L,1,0,0,landmark
RPL4,0,1,0,target
RPL6,0,1,0,target
RPL7A,0,1,0,target
RPL9,0,1,0,target
RPN1,1,0,0,landmark
RPP21,0,1,0,target
RPP25L,0,1,0,target
RPS15A,0,1,0,target
RPS2,0,1,0,target
RPS4X,0,1,0,target
RPS5,1,0,0,landmark
RPS6,1,0,0,landmark
RPS6KA1,1,0,0,landmark
RRAGA,1,0,0,landmark
RRM1,0,1,0,target
RRM2,0,1,1,"target,pam50"
RRN3,0,1,0,target
RRP12,1,0,0,landmark
RRP1B,1,0,0,landmark
RRP8,1,0,0,landmark
RRS1,1,0,0,landmark
RSU1,1,0,0,landmark
RTN2,1,0,0,landmark
RUVBL1,1,0,0,landmark
S100A13,1,0,0,landmark
S100A4,1,0,0,landmark
SACM1L,1,0,0,landmark
SARS1,0,1,0,target
SBDS,0,1,0,target
SCAND1,1,0,0,landmark
SCAP,0,1,0,target
SCARB1,1,0,0,landmark
SCCPDH,1,0,0,landmark
SCD,0,1,0,target
SCP2,1,0,0,landmark
SCRN1,1,0,0,landmark
SCYL3,1,0,0,landmark
SDHB,1,1,0,"landmark,target"
SENP6,1,0,0,landmark
SEPHS2,0,1,0,target
SEPSECS,0,1,0,target
SERPINE1,1,0,0,landmark
SESN1,1,0,0,landmark
SFN,1,0,0,landmark
SFRP1,0,0,1,pam50
SGCB,1,0,0,landmark
SH3BP5,1,0,0,landmark
SHC1,1,0,0,landmark
